series,quarter,value
T17533,2016-03-31,1590.0
T17533,2016-06-30,1480.0
T17533,2016-09-30,2140.0
T17533,2016-12-31,2770.0
T17533,2017-03-31,1910.0
T17533,2017-06-30,1550.0
T17555,2007-12-31,2010.0
T17555,2008-03-31,1730.0
T17555,2008-06-30,3020.0
T17555,2008-09-30,1800.0
T17555,2008-12-31,2220.0
T17555,2009-03-31,1940.0
T17555,2009-06-30,1480.0
T17555,2009-09-30,1660.0
T17555,2009-12-31,2590.0
T17555,2010-03-31,1630.0
T17555,2010-06-30,2110.0
T17555,2010-09-30,2480.0
T17555,2010-12-31,3920.0
T17555,2011-03-31,2730.0
T17555,2011-06-30,3180.0
T17555,2011-09-30,3340.0
T17555,2011-12-31,3430.0
T17555,2012-03-31,2620.0
T17555,2012-06-30,2280.0
T17555,2012-09-30,2870.0
T17555,2012-12-31,4220.0
T17555,2013-03-31,3830.0
T17555,2013-06-30,2580.0
T17555,2013-09-30,2910.0
T17555,2013-12-31,4090.0
T17555,2014-03-31,3370.0
T17555,2014-06-30,2970.0
T17555,2014-09-30,4550.0
T17555,2014-12-31,3990.0
T17555,2015-03-31,3210.0
T17555,2015-06-30,3270.0
T17555,2015-09-30,4090.0
T17555,2015-12-31,4510.0
T17555,2016-03-31,4040.0
T17555,2016-06-30,3700.0
T17555,2016-09-30,4320.0
T17555,2016-12-31,5330.0
T17555,2017-03-31,4140.0
T17555,2017-06-30,6270.0
T17566,2007-12-31,8800.0
T17566,2008-03-31,9200.0
T17566,2008-06-30,9200.0
T17566,2008-09-30,7800.0
T17566,2008-12-31,8700.0
T17566,2009-03-31,14400.0
T17566,2009-06-30,9300.0
T17566,2009-09-30,5600.0
T17566,2009-12-31,6400.0
T17566,2010-03-31,7400.0
T17566,2010-06-30,9100.0
T17566,2010-09-30,8600.0
T17566,2010-12-31,11100.0
T17566,2011-03-31,12000.0
T17566,2011-06-30,5900.0
T17566,2011-09-30,7000.0
T17566,2011-12-31,6300.0
T17566,2012-03-31,6800.0
T17566,2012-06-30,5700.0
T17566,2012-09-30,9300.0
T17566,2012-12-31,11700.0
T17566,2013-03-31,10100.0
T17566,2013-06-30,11100.0
T17566,2013-09-30,8700.0
T17566,2013-12-31,10500.0
T17566,2014-03-31,11300.0
T17566,2014-06-30,9700.0
T17566,2014-09-30,9600.0
T17566,2014-12-31,9700.0
T17566,2015-03-31,9500.0
T17566,2015-06-30,6700.0
T17566,2015-09-30,8100.0
T17566,2015-12-31,7200.0
T17566,2016-03-31,7800.0
T17566,2016-06-30,7700.0
T17566,2016-09-30,6900.0
T17566,2016-12-31,7600.0
T17566,2017-03-31,7800.0
T17566,2017-06-30,8700.0
T17574,2007-12-31,1974.0
T17574,2008-03-31,2126.0
T17574,2008-06-30,2869.0
T17574,2008-09-30,3197.0
T17574,2008-12-31,2010.0
T17574,2009-03-31,1765.0
T17574,2009-06-30,1709.0
T17574,2009-09-30,2060.0
T17574,2009-12-31,2334.0
T17574,2010-03-31,2222.0
T17574,2010-06-30,2432.0
T17574,2010-09-30,2488.0
T17574,2010-12-31,2723.0
T17574,2011-03-31,3685.0
T17574,2011-06-30,3909.0
T17574,2011-09-30,3077.0
T17574,2011-12-31,3153.0
T17574,2012-03-31,3529.0
T17574,2012-06-30,2969.0
T17574,2012-09-30,3123.0
T17574,2012-12-31,2742.0
T17574,2013-03-31,4090.0
T17574,2013-06-30,3325.0
T17574,2013-09-30,3353.0
T17574,2013-12-31,2532.0
T17574,2014-03-31,2658.0
T17574,2014-06-30,2580.0
T17574,2014-09-30,2152.0
T17574,2014-12-31,1840.0
T17574,2015-03-31,1395.0
T17574,2015-06-30,1657.0
T17574,2015-09-30,1641.0
T17574,2015-12-31,1257.0
T17574,2016-03-31,1149.0
T17574,2016-06-30,1290.0
T17574,2016-09-30,1390.0
T17574,2016-12-31,1551.0
T17574,2017-03-31,1627.0
T17574,2017-06-30,1605.0
T17589,2007-12-31,8400.0
T17589,2008-03-31,8200.0
T17589,2008-06-30,8540.0
T17589,2008-09-30,6620.0
T17589,2008-12-31,6070.0
T17589,2009-03-31,5290.0
T17589,2009-06-30,5040.0
T17589,2009-09-30,4590.0
T17589,2009-12-31,5090.0
T17589,2010-03-31,5070.0
T17589,2010-06-30,5640.0
T17589,2010-09-30,5250.0
T17589,2010-12-31,6020.0
T17589,2011-03-31,6250.0
T17589,2011-06-30,6970.0
T17589,2011-09-30,6430.0
T17589,2011-12-31,5800.0
T17589,2012-03-31,5690.0
T17589,2012-06-30,5510.0
T17589,2012-09-30,4680.0
T17589,2012-12-31,4470.0
T17589,2013-03-31,4850.0
T17589,2013-06-30,5190.0
T17589,2013-09-30,4880.0
T17589,2013-12-31,4600.0
T17589,2014-03-31,5200.0
T17589,2014-06-30,5340.0
T17589,2014-09-30,5400.0
T17589,2014-12-31,4990.0
T17589,2015-03-31,5060.0
T17589,2015-06-30,5320.0
T17589,2015-09-30,5170.0
T17589,2015-12-31,4870.0
T17589,2016-03-31,5280.0
T17589,2016-06-30,5900.0
T17589,2016-09-30,5830.0
T17589,2016-12-31,6140.0
T17589,2017-03-31,8450.0
T17589,2017-06-30,8150.0
T17605,2007-12-31,2750.0
T17605,2008-03-31,2100.0
T17605,2008-06-30,2700.0
T17605,2008-09-30,3010.0
T17605,2008-12-31,2700.0
T17605,2009-03-31,2030.0
T17605,2009-06-30,2410.0
T17605,2009-09-30,2550.0
T17605,2009-12-31,2860.0
T17605,2010-03-31,2150.0
T17605,2010-06-30,2550.0
T17605,2010-09-30,2930.0
T17605,2010-12-31,2850.0
T17605,2011-03-31,2050.0
T17605,2011-06-30,2430.0
T17605,2011-09-30,2540.0
T17605,2011-12-31,2690.0
T17605,2012-03-31,2150.0
T17605,2012-06-30,2230.0
T17605,2012-09-30,2560.0
T17605,2012-12-31,2780.0
T17605,2013-03-31,2140.0
T17605,2013-06-30,2230.0
T17605,2013-09-30,2650.0
T17605,2013-12-31,2600.0
T17605,2014-03-31,1970.0
T17605,2014-06-30,2340.0
T17605,2014-09-30,2250.0
T17605,2014-12-31,2590.0
T17605,2015-03-31,2050.0
T17605,2015-06-30,2370.0
T17605,2015-09-30,2400.0
T17605,2015-12-31,2630.0
T17605,2016-03-31,2040.0
T17605,2016-06-30,2360.0
T17605,2016-09-30,2430.0
T17605,2016-12-31,2870.0
T17605,2017-03-31,2300.0
T17605,2017-06-30,2480.0
T17637,2007-12-31,5950.0
T17637,2008-03-31,6490.0
T17637,2008-06-30,6900.0
T17637,2008-09-30,6760.0
T17637,2008-12-31,6300.0
T17637,2009-03-31,5740.0
T17637,2009-06-30,5910.0
T17637,2009-09-30,5080.0
T17637,2009-12-31,5230.0
T17637,2010-03-31,5860.0
T17637,2010-06-30,6920.0
T17637,2010-09-30,7210.0
T17637,2010-12-31,6210.0
T17637,2011-03-31,6680.0
T17637,2011-06-30,6830.0
T17637,2011-09-30,7200.0
T17637,2011-12-31,6650.0
T17637,2012-03-31,7010.0
T17637,2012-06-30,7260.0
T17637,2012-09-30,7170.0
T17637,2012-12-31,6280.0
T17637,2013-03-31,6710.0
T17637,2013-06-30,7240.0
T17637,2013-09-30,7050.0
T17637,2013-12-31,6680.0
T17637,2014-03-31,7020.0
T17637,2014-06-30,7440.0
T17637,2014-09-30,7350.0
T17637,2014-12-31,7640.0
T17637,2015-03-31,7680.0
T17637,2015-06-30,7930.0
T17637,2015-09-30,7590.0
T17637,2015-12-31,7090.0
T17637,2016-03-31,8080.0
T17637,2016-06-30,8620.0
T17637,2016-09-30,8520.0
T17637,2016-12-31,8560.0
T17637,2017-03-31,8220.0
T17637,2017-06-30,8620.0
T17675,2007-12-31,6900.0
T17675,2008-03-31,5900.0
T17675,2008-06-30,7800.0
T17675,2008-09-30,7200.0
T17675,2008-12-31,7000.0
T17675,2009-03-31,5300.0
T17675,2009-06-30,5900.0
T17675,2009-09-30,5600.0
T17675,2009-12-31,6800.0
T17675,2010-03-31,5600.0
T17675,2010-06-30,7000.0
T17675,2010-09-30,7200.0
T17675,2010-12-31,7500.0
T17675,2011-03-31,7100.0
T17675,2011-06-30,8400.0
T17675,2011-09-30,8900.0
T17675,2011-12-31,8400.0
T17675,2012-03-31,7500.0
T17675,2012-06-30,7600.0
T17675,2012-09-30,8300.0
T17675,2012-12-31,8600.0
T17675,2013-03-31,7100.0
T17675,2013-06-30,8600.0
T17675,2013-09-30,9100.0
T17675,2013-12-31,9200.0
T17675,2014-03-31,8500.0
T17675,2014-06-30,9600.0
T17675,2014-09-30,10300.0
T17675,2014-12-31,10500.0
T17675,2015-03-31,8200.0
T17675,2015-06-30,9700.0
T17675,2015-09-30,9600.0
T17675,2015-12-31,10300.0
T17675,2016-03-31,9600.0
T17675,2016-06-30,10900.0
T17675,2016-09-30,10500.0
T17675,2016-12-31,11700.0
T17675,2017-03-31,11000.0
T17675,2017-06-30,11200.0
T17722,2007-12-31,8234.0
T17722,2008-03-31,9081.0
T17722,2008-06-30,9079.0
T17722,2008-09-30,9758.0
T17722,2008-12-31,7800.0
T17722,2009-03-31,9282.0
T17722,2009-06-30,8841.0
T17722,2009-09-30,7924.0
T17722,2009-12-31,7143.0
T17722,2010-03-31,8961.0
T17722,2010-06-30,8881.0
T17722,2010-09-30,8217.0
T17722,2010-12-31,7793.0
T17722,2011-03-31,9953.0
T17722,2011-06-30,9531.0
T17722,2011-09-30,9405.0
T17722,2011-12-31,7755.0
T17722,2012-03-31,9826.0
T17722,2012-06-30,9505.0
T17722,2012-09-30,9043.0
T17722,2012-12-31,7632.0
T17722,2013-03-31,8969.0
T17722,2013-06-30,9963.0
T17722,2013-09-30,8121.0
T17722,2013-12-31,7979.0
T17722,2014-03-31,10356.0
T17722,2014-06-30,9030.0
T17722,2014-09-30,7513.0
T17722,2014-12-31,7555.0
T17722,2015-03-31,9447.0
T17722,2015-06-30,9092.0
T17722,2015-09-30,7806.0
T17722,2015-12-31,7479.0
T17722,2016-03-31,8808.0
T17722,2016-06-30,8945.0
T17722,2016-09-30,8010.0
T17722,2016-12-31,7924.0
T17722,2017-03-31,10342.0
T17722,2017-06-30,9577.0
T17724,2007-12-31,3254.0
T17724,2008-03-31,4852.0
T17724,2008-06-30,4589.0
T17724,2008-09-30,4254.0
T17724,2008-12-31,3729.0
T17724,2009-03-31,4194.0
T17724,2009-06-30,4177.0
T17724,2009-09-30,3601.0
T17724,2009-12-31,3521.0
T17724,2010-03-31,3639.0
T17724,2010-06-30,3188.0
T17724,2010-09-30,3146.0
T17724,2010-12-31,2892.0
T17724,2011-03-31,3887.0
T17724,2011-06-30,3988.0
T17724,2011-09-30,3836.0
T17724,2011-12-31,3266.0
T17724,2012-03-31,4059.0
T17724,2012-06-30,3730.0
T17724,2012-09-30,2847.0
T17724,2012-12-31,3075.0
T17724,2013-03-31,3659.0
T17724,2013-06-30,3426.0
T17724,2013-09-30,2394.0
T17724,2013-12-31,2484.0
T17724,2014-03-31,3449.0
T17724,2014-06-30,3072.0
T17724,2014-09-30,2532.0
T17724,2014-12-31,2574.0
T17724,2015-03-31,3201.0
T17724,2015-06-30,2883.0
T17724,2015-09-30,2211.0
T17724,2015-12-31,2216.0
T17724,2016-03-31,3428.0
T17724,2016-06-30,3060.0
T17724,2016-09-30,2410.0
T17724,2016-12-31,2700.0
T17724,2017-03-31,3830.0
T17724,2017-06-30,3646.0
T17738,2007-12-31,7655.8
T17738,2008-03-31,8017.5
T17738,2008-06-30,8425.3
T17738,2008-09-30,7929.1
T17738,2008-12-31,7738.6
T17738,2009-03-31,6372.8
T17738,2009-06-30,6044.8
T17738,2009-09-30,6257.0
T17738,2009-12-31,7002.0
T17738,2010-03-31,7722.5
T17738,2010-06-30,8505.4
T17738,2010-09-30,8850.0
T17738,2010-12-31,9338.9
T17738,2011-03-31,9062.0
T17738,2011-06-30,9667.6
T17738,2011-09-30,9855.9
T17738,2011-12-31,9617.8
T17738,2012-03-31,9567.7
T17738,2012-06-30,10377.8
T17738,2012-09-30,9531.2
T17738,2012-12-31,9705.9
T17738,2013-03-31,8257.7
T17738,2013-06-30,8874.4
T17738,2013-09-30,8936.2
T17738,2013-12-31,9074.8
T17738,2014-03-31,9034.5
T17738,2014-06-30,9445.8
T17738,2014-09-30,9190.3
T17738,2014-12-31,9027.3
T17738,2015-03-31,8222.5
T17738,2015-06-30,8268.0
T17738,2015-09-30,8031.3
T17738,2015-12-31,7718.7
T17738,2016-03-31,7794.4
T17738,2016-06-30,8341.9
T17738,2016-09-30,8348.5
T17738,2016-12-31,8461.6
T17738,2017-03-31,8959.8
T17738,2017-06-30,8911.9
T22485,2007-12-31,6900.0
T22485,2008-03-31,10200.0
T22485,2008-06-30,9000.0
T22485,2008-09-30,6900.0
T22485,2008-12-31,6500.0
T22485,2009-03-31,9100.0
T22485,2009-06-30,8500.0
T22485,2009-09-30,6800.0
T22485,2009-12-31,6600.0
T22485,2010-03-31,8800.0
T22485,2010-06-30,8800.0
T22485,2010-09-30,7600.0
T22485,2010-12-31,7100.0
T22485,2011-03-31,10700.0
T22485,2011-06-30,10100.0
T22485,2011-09-30,8200.0
T22485,2011-12-31,7500.0
T22485,2012-03-31,11400.0
T22485,2012-06-30,9400.0
T22485,2012-09-30,7400.0
T22485,2012-12-31,6500.0
T22485,2013-03-31,10700.0
T22485,2013-06-30,10400.0
T22485,2013-09-30,8000.0
T22485,2013-12-31,8300.0
T22485,2014-03-31,10600.0
T22485,2014-06-30,10000.0
T22485,2014-09-30,8100.0
T22485,2014-12-31,7000.0
T22485,2015-03-31,10500.0
T22485,2015-06-30,10000.0
T22485,2015-09-30,6800.0
T22485,2015-12-31,6800.0
T22485,2016-03-31,10000.0
T22485,2016-06-30,11300.0
T22485,2016-09-30,7700.0
T22485,2016-12-31,8000.0
T22485,2017-03-31,11000.0
T22485,2017-06-30,11600.0
T22516,2007-12-31,4510.0
T22516,2008-03-31,4290.0
T22516,2008-06-30,4590.0
T22516,2008-09-30,4290.0
T22516,2008-12-31,4440.0
T22516,2009-03-31,4630.0
T22516,2009-06-30,4560.0
T22516,2009-09-30,4450.0
T22516,2009-12-31,4530.0
T22516,2010-03-31,4490.0
T22516,2010-06-30,4400.0
T22516,2010-09-30,4450.0
T22516,2010-12-31,4310.0
T22516,2011-03-31,4260.0
T22516,2011-06-30,4160.0
T22516,2011-09-30,4070.0
T22516,2011-12-31,3900.0
T22516,2012-03-31,3640.0
T22516,2012-06-30,3560.0
T22516,2012-09-30,3540.0
T22516,2012-12-31,3350.0
T22516,2013-03-31,3490.0
T22516,2013-06-30,3180.0
T22516,2013-09-30,3250.0
T22516,2013-12-31,3310.0
T22516,2014-03-31,3440.0
T22516,2014-06-30,3620.0
T22516,2014-09-30,3410.0
T22516,2014-12-31,3230.0
T22516,2015-03-31,3370.0
T22516,2015-06-30,3450.0
T22516,2015-09-30,3310.0
T22516,2015-12-31,3430.0
T22516,2016-03-31,3190.0
T22516,2016-06-30,3090.0
T22516,2016-09-30,3200.0
T22516,2016-12-31,3070.0
T22516,2017-03-31,3080.0
T22516,2017-06-30,3170.0
T22606,2007-12-31,8100.0
T22606,2008-03-31,8300.0
T22606,2008-06-30,8600.0
T22606,2008-09-30,8800.0
T22606,2008-12-31,9400.0
T22606,2009-03-31,9700.0
T22606,2009-06-30,9400.0
T22606,2009-09-30,9200.0
T22606,2009-12-31,9300.0
T22606,2010-03-31,9600.0
T22606,2010-06-30,9900.0
T22606,2010-09-30,9700.0
T22606,2010-12-31,9800.0
T22606,2011-03-31,9900.0
T22606,2011-06-30,10000.0
T22606,2011-09-30,10000.0
T22606,2011-12-31,10000.0
T22606,2012-03-31,10100.0
T22606,2012-06-30,10100.0
T22606,2012-09-30,10000.0
T22606,2012-12-31,10000.0
T22606,2013-03-31,10200.0
T22606,2013-06-30,10300.0
T22606,2013-09-30,10200.0
T22606,2013-12-31,10000.0
T22606,2014-03-31,9900.0
T22606,2014-06-30,9800.0
T22606,2014-09-30,9800.0
T22606,2014-12-31,10000.0
T22606,2015-03-31,10200.0
T22606,2015-06-30,10000.0
T22606,2015-09-30,9900.0
T22606,2015-12-31,10000.0
T22606,2016-03-31,10300.0
T22606,2016-06-30,10400.0
T22606,2016-09-30,10900.0
T22606,2016-12-31,11100.0
T22606,2017-03-31,11100.0
T22606,2017-06-30,11000.0
T23711,2007-12-31,7400.0
T23711,2008-03-31,3800.0
T23711,2008-06-30,3900.0
T23711,2008-09-30,3900.0
T23711,2008-12-31,5600.0
T23711,2009-03-31,3400.0
T23711,2009-06-30,3500.0
T23711,2009-09-30,3800.0
T23711,2009-12-31,4900.0
T23711,2010-03-31,3200.0
T23711,2010-06-30,2900.0
T23711,2010-09-30,2700.0
T23711,2010-12-31,4700.0
T23711,2011-03-31,2500.0
T23711,2011-06-30,2500.0
T23711,2011-09-30,2900.0
T23711,2011-12-31,5100.0
T23711,2012-03-31,2900.0
T23711,2012-06-30,2600.0
T23711,2012-09-30,2700.0
T23711,2012-12-31,4700.0
T23711,2013-03-31,2800.0
T23711,2013-06-30,2800.0
T23711,2013-09-30,2900.0
T23711,2013-12-31,4500.0
T23711,2014-03-31,3000.0
T23711,2014-06-30,2600.0
T23711,2014-09-30,2500.0
T23711,2014-12-31,3800.0
T23711,2015-03-31,2600.0
T23711,2015-06-30,2300.0
T23711,2015-09-30,2600.0
T23711,2015-12-31,3600.0
T23711,2016-03-31,2500.0
T23711,2016-06-30,2500.0
T23711,2016-09-30,3000.0
T23711,2016-12-31,3100.0
T23711,2017-03-31,1300.0
T23711,2017-06-30,1500.0
T23752,2007-12-31,3260.0
T23752,2008-03-31,3300.0
T23752,2008-06-30,3450.0
T23752,2008-09-30,3210.0
T23752,2008-12-31,3260.0
T23752,2009-03-31,2920.0
T23752,2009-06-30,3070.0
T23752,2009-09-30,2940.0
T23752,2009-12-31,3420.0
T23752,2010-03-31,3210.0
T23752,2010-06-30,3480.0
T23752,2010-09-30,3450.0
T23752,2010-12-31,3350.0
T23752,2011-03-31,3540.0
T23752,2011-06-30,3790.0
T23752,2011-09-30,3540.0
T23752,2011-12-31,3480.0
T23752,2012-03-31,3560.0
T23752,2012-06-30,3350.0
T23752,2012-09-30,3320.0
T23752,2012-12-31,3260.0
T23752,2013-03-31,3270.0
T23752,2013-06-30,3630.0
T23752,2013-09-30,3590.0
T23752,2013-12-31,3490.0
T23752,2014-03-31,3500.0
T23752,2014-06-30,3580.0
T23752,2014-09-30,3450.0
T23752,2014-12-31,3570.0
T23752,2015-03-31,3690.0
T23752,2015-06-30,3530.0
T23752,2015-09-30,3480.0
T23752,2015-12-31,3530.0
T23752,2016-03-31,3670.0
T23752,2016-06-30,3730.0
T23752,2016-09-30,3770.0
T23752,2016-12-31,3850.0
T23752,2017-03-31,3980.0
T23752,2017-06-30,3860.0
T23755,2007-12-31,1950.0
T23755,2008-03-31,1680.0
T23755,2008-06-30,1940.0
T23755,2008-09-30,1990.0
T23755,2008-12-31,2150.0
T23755,2009-03-31,2490.0
T23755,2009-06-30,2590.0
T23755,2009-09-30,2400.0
T23755,2009-12-31,3170.0
T23755,2010-03-31,2730.0
T23755,2010-06-30,2770.0
T23755,2010-09-30,2780.0
T23755,2010-12-31,3140.0
T23755,2011-03-31,3020.0
T23755,2011-06-30,3210.0
T23755,2011-09-30,3340.0
T23755,2011-12-31,3680.0
T23755,2012-03-31,3200.0
T23755,2012-06-30,3290.0
T23755,2012-09-30,3140.0
T23755,2012-12-31,3690.0
T23755,2013-03-31,3510.0
T23755,2013-06-30,3890.0
T23755,2013-09-30,3360.0
T23755,2013-12-31,3840.0
T23755,2014-03-31,3560.0
T23755,2014-06-30,3580.0
T23755,2014-09-30,3190.0
T23755,2014-12-31,3620.0
T23755,2015-03-31,3460.0
T23755,2015-06-30,3920.0
T23755,2015-09-30,3620.0
T23755,2015-12-31,3600.0
T23755,2016-03-31,3510.0
T23755,2016-06-30,3690.0
T23755,2016-09-30,3700.0
T23755,2016-12-31,4220.0
T23755,2017-03-31,4040.0
T23755,2017-06-30,3980.0
T23767,2007-12-31,7700.0
T23767,2008-03-31,8800.0
T23767,2008-06-30,7900.0
T23767,2008-09-30,5800.0
T23767,2008-12-31,5900.0
T23767,2009-03-31,6100.0
T23767,2009-06-30,6600.0
T23767,2009-09-30,6100.0
T23767,2009-12-31,6000.0
T23767,2010-03-31,6700.0
T23767,2010-06-30,7000.0
T23767,2010-09-30,7000.0
T23767,2010-12-31,6600.0
T23767,2011-03-31,8300.0
T23767,2011-06-30,7700.0
T23767,2011-09-30,7100.0
T23767,2011-12-31,6600.0
T23767,2012-03-31,7400.0
T23767,2012-06-30,6500.0
T23767,2012-09-30,6100.0
T23767,2012-12-31,6300.0
T23767,2013-03-31,5800.0
T23767,2013-06-30,6400.0
T23767,2013-09-30,6100.0
T23767,2013-12-31,5900.0
T23767,2014-03-31,7000.0
T23767,2014-06-30,6800.0
T23767,2014-09-30,6200.0
T23767,2014-12-31,6100.0
T23767,2015-03-31,7000.0
T23767,2015-06-30,7400.0
T23767,2015-09-30,6500.0
T23767,2015-12-31,6200.0
T23767,2016-03-31,6500.0
T23767,2016-06-30,6600.0
T23767,2016-09-30,5500.0
T23767,2016-12-31,5100.0
T23767,2017-03-31,6000.0
T23767,2017-06-30,6200.0
T23787,2007-12-31,1460.0
T23787,2008-03-31,1430.0
T23787,2008-06-30,1530.0
T23787,2008-09-30,1280.0
T23787,2008-12-31,1370.0
T23787,2009-03-31,1610.0
T23787,2009-06-30,1660.0
T23787,2009-09-30,1740.0
T23787,2009-12-31,1800.0
T23787,2010-03-31,1710.0
T23787,2010-06-30,1620.0
T23787,2010-09-30,1620.0
T23787,2010-12-31,1540.0
T23787,2011-03-31,1630.0
T23787,2011-06-30,1790.0
T23787,2011-09-30,1750.0
T23787,2011-12-31,1700.0
T23787,2012-03-31,1670.0
T23787,2012-06-30,1540.0
T23787,2012-09-30,1580.0
T23787,2012-12-31,1760.0
T23787,2013-03-31,1730.0
T23787,2013-06-30,1820.0
T23787,2013-09-30,1900.0
T23787,2013-12-31,1820.0
T23787,2014-03-31,1920.0
T23787,2014-06-30,1940.0
T23787,2014-09-30,1960.0
T23787,2014-12-31,2140.0
T23787,2015-03-31,1900.0
T23787,2015-06-30,2000.0
T23787,2015-09-30,2040.0
T23787,2015-12-31,2010.0
T23787,2016-03-31,2190.0
T23787,2016-06-30,2440.0
T23787,2016-09-30,2450.0
T23787,2016-12-31,2480.0
T23787,2017-03-31,1600.0
T23787,2017-06-30,1470.0
T23808,2007-12-31,4350.0
T23808,2008-03-31,4100.0
T23808,2008-06-30,3970.0
T23808,2008-09-30,3770.0
T23808,2008-12-31,3500.0
T23808,2009-03-31,3410.0
T23808,2009-06-30,3430.0
T23808,2009-09-30,3320.0
T23808,2009-12-31,3470.0
T23808,2010-03-31,3450.0
T23808,2010-06-30,3500.0
T23808,2010-09-30,3460.0
T23808,2010-12-31,3440.0
T23808,2011-03-31,3460.0
T23808,2011-06-30,3330.0
T23808,2011-09-30,3420.0
T23808,2011-12-31,3450.0
T23808,2012-03-31,3430.0
T23808,2012-06-30,3570.0
T23808,2012-09-30,3490.0
T23808,2012-12-31,3310.0
T23808,2013-03-31,3390.0
T23808,2013-06-30,3420.0
T23808,2013-09-30,3590.0
T23808,2013-12-31,3680.0
T23808,2014-03-31,3820.0
T23808,2014-06-30,3850.0
T23808,2014-09-30,3810.0
T23808,2014-12-31,3790.0
T23808,2015-03-31,3750.0
T23808,2015-06-30,3640.0
T23808,2015-09-30,3630.0
T23808,2015-12-31,3700.0
T23808,2016-03-31,3820.0
T23808,2016-06-30,3940.0
T23808,2016-09-30,3900.0
T23808,2016-12-31,3960.0
T23808,2017-03-31,3950.0
T23808,2017-06-30,3960.0
T23809,2007-12-31,1854.0
T23809,2008-03-31,1760.0
T23809,2008-06-30,1694.0
T23809,2008-09-30,1781.0
T23809,2008-12-31,1779.0
T23809,2009-03-31,1959.0
T23809,2009-06-30,2006.0
T23809,2009-09-30,2096.0
T23809,2009-12-31,2082.0
T23809,2010-03-31,2387.0
T23809,2010-06-30,2268.0
T23809,2010-09-30,2404.0
T23809,2010-12-31,2306.0
T23809,2011-03-31,2277.0
T23809,2011-06-30,2215.0
T23809,2011-09-30,2566.0
T23809,2011-12-31,2465.0
T23809,2012-03-31,2366.0
T23809,2012-06-30,2598.0
T23809,2012-09-30,3241.0
T23809,2012-12-31,2858.0
T23809,2013-03-31,3124.0
T23809,2013-06-30,3310.0
T23809,2013-09-30,3265.0
T23809,2013-12-31,3335.0
T23809,2014-03-31,3766.0
T23809,2014-06-30,3985.0
T23809,2014-09-30,3954.0
T23809,2014-12-31,3973.0
T23809,2015-03-31,4208.0
T23809,2015-06-30,4058.0
T23809,2015-09-30,3930.0
T23809,2015-12-31,4303.0
T23809,2016-03-31,4345.0
T23809,2016-06-30,4220.0
T23809,2016-09-30,4478.0
T23809,2016-12-31,4433.0
T23809,2017-03-31,4588.0
T23809,2017-06-30,4846.0
T23861,2007-12-31,3600.0
T23861,2008-03-31,3300.0
T23861,2008-06-30,4300.0
T23861,2008-09-30,4500.0
T23861,2008-12-31,4000.0
T23861,2009-03-31,3200.0
T23861,2009-06-30,3700.0
T23861,2009-09-30,3700.0
T23861,2009-12-31,3600.0
T23861,2010-03-31,3300.0
T23861,2010-06-30,5300.0
T23861,2010-09-30,5900.0
T23861,2010-12-31,6000.0
T23861,2011-03-31,6200.0
T23861,2011-06-30,5900.0
T23861,2011-09-30,5700.0
T23861,2011-12-31,5300.0
T23861,2012-03-31,4300.0
T23861,2012-06-30,4800.0
T23861,2012-09-30,6500.0
T23861,2012-12-31,8600.0
T23861,2013-03-31,9500.0
T23861,2013-06-30,10000.0
T23861,2013-09-30,12300.0
T23861,2013-12-31,13500.0
T23861,2014-03-31,11000.0
T23861,2014-06-30,12500.0
T23861,2014-09-30,12700.0
T23861,2014-12-31,14500.0
T23861,2015-03-31,13200.0
T23861,2015-06-30,12100.0
T23861,2015-09-30,13600.0
T23861,2015-12-31,15600.0
T23861,2016-03-31,14800.0
T23861,2016-06-30,14100.0
T23861,2016-09-30,14800.0
T23861,2016-12-31,17000.0
T23861,2017-03-31,17900.0
T23861,2017-06-30,16500.0
T23866,2007-12-31,5400.0
T23866,2008-03-31,6700.0
T23866,2008-06-30,6100.0
T23866,2008-09-30,5700.0
T23866,2008-12-31,5100.0
T23866,2009-03-31,4500.0
T23866,2009-06-30,3700.0
T23866,2009-09-30,4200.0
T23866,2009-12-31,5300.0
T23866,2010-03-31,5900.0
T23866,2010-06-30,6000.0
T23866,2010-09-30,6000.0
T23866,2010-12-31,5800.0
T23866,2011-03-31,6200.0
T23866,2011-06-30,5800.0
T23866,2011-09-30,5600.0
T23866,2011-12-31,6000.0
T23866,2012-03-31,5800.0
T23866,2012-06-30,5700.0
T23866,2012-09-30,6700.0
T23866,2012-12-31,7300.0
T23866,2013-03-31,10400.0
T23866,2013-06-30,10900.0
T23866,2013-09-30,10700.0
T23866,2013-12-31,10000.0
T23866,2014-03-31,14300.0
T23866,2014-06-30,11500.0
T23866,2014-09-30,9800.0
T23866,2014-12-31,9200.0
T23866,2015-03-31,10100.0
T23866,2015-06-30,10700.0
T23866,2015-09-30,11400.0
T23866,2015-12-31,11400.0
T23866,2016-03-31,10400.0
T23866,2016-06-30,10400.0
T23866,2016-09-30,10600.0
T23866,2016-12-31,10400.0
T23866,2017-03-31,10600.0
T23866,2017-06-30,10400.0
T23925,2007-12-31,5400.0
T23925,2008-03-31,5310.0
T23925,2008-06-30,5580.0
T23925,2008-09-30,4790.0
T23925,2008-12-31,4580.0
T23925,2009-03-31,4550.0
T23925,2009-06-30,4630.0
T23925,2009-09-30,4270.0
T23925,2009-12-31,4660.0
T23925,2010-03-31,4500.0
