series,month,value
T21993,2010-07-01,7421.4
T21993,2010-08-01,7390.1
T21993,2010-09-01,7452.3
T21993,2010-10-01,7458.1
T21993,2010-11-01,7469.6
T21993,2010-12-01,7450.4
T21993,2011-01-01,7368.8
T21993,2011-02-01,7449.5
T21993,2011-03-01,7485.7
T21993,2011-04-01,7508.6
T21993,2011-05-01,7525.1
T21993,2011-06-01,7524.3
T21993,2011-07-01,7477.9
T21993,2011-08-01,7465.0
T21993,2011-09-01,7581.2
T21993,2011-10-01,7595.3
T21993,2011-11-01,7611.1
T21993,2011-12-01,7548.3
T21993,2012-01-01,7473.6
T21993,2012-02-01,7547.3
T21993,2012-03-01,7518.1
T21993,2012-04-01,7456.0
T21993,2012-05-01,7439.7
T21993,2012-06-01,7473.0
T21993,2012-07-01,7393.1
T21993,2012-08-01,7366.3
T21993,2012-09-01,7449.4
T21993,2012-10-01,7500.1
T21993,2012-11-01,7440.5
T21993,2012-12-01,7398.5
T21993,2013-01-01,7385.1
T21993,2013-02-01,7438.5
T21993,2013-03-01,7405.8
T21993,2013-04-01,7391.3
T21993,2013-05-01,7388.4
T21993,2013-06-01,7423.3
T21993,2013-07-01,7385.6
T21993,2013-08-01,7290.6
T21993,2013-09-01,7410.3
T21993,2013-10-01,7325.3
T21993,2013-11-01,7322.5
T21993,2013-12-01,7263.4
T21993,2014-01-01,7282.8
T21993,2014-02-01,7290.0
T21993,2014-03-01,7323.1
T21993,2014-04-01,7319.6
T21993,2014-05-01,7302.2
T21993,2014-06-01,7285.2
T21993,2014-07-01,7255.7
T21993,2014-08-01,7172.6
T21993,2014-09-01,7245.8
T21993,2014-10-01,7246.6
T21993,2014-11-01,7264.4
T21993,2014-12-01,7201.5
T21993,2015-01-01,7193.2
T21993,2015-02-01,7211.0
T21993,2015-03-01,7205.0
T21993,2015-04-01,7230.5
T21993,2015-05-01,7254.4
T21993,2015-06-01,7228.4
T21993,2015-07-01,7175.6
T21993,2015-08-01,7097.7
T21993,2015-09-01,7201.5
T21993,2015-10-01,7218.6
T21993,2015-11-01,7208.2
T21993,2015-12-01,7170.4
T21993,2016-01-01,7153.1
T21993,2016-02-01,7242.7
T21993,2016-03-01,7286.9
T21993,2016-04-01,7339.2
T21993,2016-05-01,7389.4
T21993,2016-06-01,7363.8
T21993,2016-07-01,7310.6
T21993,2016-08-01,7227.3
T21993,2016-09-01,7364.0
T21993,2016-10-01,7399.0
T21993,2016-11-01,7400.7
T21993,2016-12-01,7357.1
T22070,2003-07-01,7011.0
T22070,2003-08-01,7049.0
T22070,2003-09-01,7057.0
T22070,2003-10-01,6946.0
T22070,2003-11-01,6853.0
T22070,2003-12-01,6829.0
T22070,2004-01-01,6676.0
T22070,2004-02-01,6625.0
T22070,2004-03-01,6771.0
T22070,2004-04-01,6769.0
T22070,2004-05-01,6912.0
T22070,2004-06-01,6957.0
T22070,2004-07-01,6999.0
T22070,2004-08-01,6971.0
T22070,2004-09-01,6964.0
T22070,2004-10-01,6826.0
T22070,2004-11-01,6821.0
T22070,2004-12-01,6845.0
T22070,2005-01-01,6972.0
T22070,2005-02-01,7009.0
T22070,2005-03-01,7042.0
T22070,2005-04-01,6995.0
T22070,2005-05-01,7062.0
T22070,2005-06-01,7025.0
T22070,2005-07-01,7093.0
T22070,2005-08-01,7052.0
T22070,2005-09-01,7068.0
T22070,2005-10-01,6927.0
T22070,2005-11-01,6890.0
T22070,2005-12-01,6958.0
T22070,2006-01-01,7036.0
T22070,2006-02-01,7053.0
T22070,2006-03-01,6987.0
T22070,2006-04-01,7010.0
T22070,2006-05-01,7025.0
T22070,2006-06-01,7006.0
T22070,2006-07-01,7246.0
T22070,2006-08-01,7286.0
T22070,2006-09-01,7357.0
T22070,2006-10-01,7142.0
T22070,2006-11-01,7215.0
T22070,2006-12-01,7069.0
T22070,2007-01-01,7146.0
T22070,2007-02-01,7137.0
T22070,2007-03-01,7057.0
T22070,2007-04-01,7202.0
T22070,2007-05-01,7206.0
T22070,2007-06-01,7121.0
T22070,2007-07-01,7122.0
T22070,2007-08-01,7041.0
T22070,2007-09-01,7140.0
T22070,2007-10-01,7113.0
T22070,2007-11-01,7155.0
T22070,2007-12-01,7160.0
T22070,2008-01-01,7262.0
T22070,2008-02-01,7208.0
T22070,2008-03-01,7266.0
T22070,2008-04-01,7266.0
T22070,2008-05-01,7287.0
T22070,2008-06-01,7292.0
T22070,2008-07-01,7264.0
T22070,2008-08-01,7380.0
T22070,2008-09-01,7086.0
T22070,2008-10-01,7112.0
T22070,2008-11-01,7289.0
T22070,2008-12-01,7305.0
T22070,2009-01-01,7016.0
T22070,2009-02-01,7066.0
T22070,2009-03-01,7066.0
T22070,2009-04-01,7032.0
T22070,2009-05-01,7012.0
T22070,2009-06-01,7099.0
T22070,2009-07-01,6950.0
T22070,2009-08-01,6942.0
T22070,2009-09-01,6866.0
T22070,2009-10-01,6835.0
T22070,2009-11-01,6840.0
T22070,2009-12-01,6881.0
T22070,2010-01-01,8132.0
T22070,2010-02-01,7996.0
T22070,2010-03-01,7922.0
T22070,2010-04-01,7917.0
T22070,2010-05-01,7909.0
T22070,2010-06-01,7869.0
T22070,2010-07-01,7854.0
T22070,2010-08-01,7843.0
T22070,2010-09-01,7800.0
T22070,2010-10-01,7801.0
T22070,2010-11-01,7808.0
T22070,2010-12-01,7769.0
T22070,2011-01-01,7628.0
T22070,2011-02-01,7562.0
T22070,2011-03-01,7614.0
T22070,2011-04-01,7596.0
T22070,2011-05-01,7671.0
T22070,2011-06-01,7617.0
T22070,2011-07-01,7608.0
T22070,2011-08-01,7572.0
T22070,2011-09-01,7609.0
T22070,2011-10-01,7637.0
T22070,2011-11-01,7567.0
T22070,2011-12-01,7539.0
T22070,2012-01-01,7483.0
T22070,2012-02-01,7454.0
T22070,2012-03-01,7549.0
T22070,2012-04-01,7459.0
T22070,2012-05-01,7625.0
T22070,2012-06-01,7661.0
T22070,2012-07-01,7699.0
T22070,2012-08-01,7554.0
T22070,2012-09-01,7508.0
T22070,2012-10-01,7516.0
T22070,2012-11-01,7484.0
T22070,2012-12-01,7428.0
T22070,2013-01-01,7525.0
T22070,2013-02-01,7497.0
T22070,2013-03-01,7494.0
T22070,2013-04-01,7416.0
T22070,2013-05-01,7600.0
T22070,2013-06-01,7587.0
T22070,2013-07-01,7497.0
T22070,2013-08-01,7394.0
T22070,2013-09-01,7330.0
T22070,2013-10-01,7324.0
T22070,2013-11-01,7345.0
T22070,2013-12-01,7320.0
T22070,2014-01-01,7461.0
T22070,2014-02-01,7482.0
T22070,2014-03-01,7552.0
T22070,2014-04-01,7396.0
T22070,2014-05-01,7454.0
T22070,2014-06-01,7361.0
T22070,2014-07-01,7373.0
T22070,2014-08-01,7351.0
T22070,2014-09-01,7371.0
T22070,2014-10-01,7365.0
T22070,2014-11-01,7331.0
T22070,2014-12-01,7308.0
T22070,2015-01-01,7340.0
T22070,2015-02-01,7334.0
T22070,2015-03-01,7410.0
T22070,2015-04-01,7264.0
T22070,2015-05-01,7352.0
T22070,2015-06-01,7249.0
T22070,2015-07-01,7174.0
T22070,2015-08-01,7135.0
T22070,2015-09-01,7140.0
T22070,2015-10-01,7163.0
T22070,2015-11-01,7232.0
T22070,2015-12-01,7229.0
T22070,2016-01-01,7253.0
T22070,2016-02-01,7314.0
T22070,2016-03-01,7449.0
T22070,2016-04-01,7347.0
T22070,2016-05-01,7447.0
T22070,2016-06-01,7486.0
T22070,2016-07-01,7449.0
T22070,2016-08-01,7508.0
T22070,2016-09-01,7532.0
T22070,2016-10-01,7588.0
T22070,2016-11-01,7674.0
T22070,2016-12-01,7675.0
T22113,2003-07-01,5195.0
T22113,2003-08-01,5220.0
T22113,2003-09-01,5140.0
T22113,2003-10-01,5313.0
T22113,2003-11-01,5048.0
T22113,2003-12-01,5179.0
T22113,2004-01-01,5171.0
T22113,2004-02-01,5161.0
T22113,2004-03-01,5221.0
T22113,2004-04-01,5367.0
T22113,2004-05-01,5258.0
T22113,2004-06-01,5334.0
T22113,2004-07-01,5379.0
T22113,2004-08-01,5406.0
T22113,2004-09-01,5567.0
T22113,2004-10-01,5490.0
T22113,2004-11-01,5405.0
T22113,2004-12-01,5412.0
T22113,2005-01-01,5490.0
T22113,2005-02-01,5511.0
T22113,2005-03-01,5452.0
T22113,2005-04-01,5658.0
T22113,2005-05-01,5648.0
T22113,2005-06-01,5673.0
T22113,2005-07-01,5698.0
T22113,2005-08-01,5881.0
T22113,2005-09-01,5747.0
T22113,2005-10-01,5835.0
T22113,2005-11-01,5738.0
T22113,2005-12-01,5674.0
T22113,2006-01-01,5871.0
T22113,2006-02-01,5858.0
T22113,2006-03-01,5683.0
T22113,2006-04-01,5918.0
T22113,2006-05-01,5880.0
T22113,2006-06-01,5827.0
T22113,2006-07-01,5982.0
T22113,2006-08-01,6095.0
T22113,2006-09-01,6008.0
T22113,2006-10-01,6114.0
T22113,2006-11-01,5937.0
T22113,2006-12-01,5982.0
T22113,2007-01-01,5984.0
T22113,2007-02-01,5923.0
T22113,2007-03-01,6006.0
T22113,2007-04-01,6156.0
T22113,2007-05-01,6109.0
T22113,2007-06-01,6192.0
T22113,2007-07-01,6119.0
T22113,2007-08-01,6038.0
T22113,2007-09-01,6167.0
T22113,2007-10-01,5952.0
T22113,2007-11-01,5765.0
T22113,2007-12-01,5884.0
T22113,2008-01-01,5781.0
T22113,2008-02-01,5784.0
T22113,2008-03-01,5820.0
T22113,2008-04-01,5858.0
T22113,2008-05-01,5863.0
T22113,2008-06-01,5845.0
T22113,2008-07-01,5985.0
T22113,2008-08-01,6068.0
T22113,2008-09-01,5864.0
T22113,2008-10-01,5803.0
T22113,2008-11-01,5588.0
T22113,2008-12-01,5712.0
T22113,2009-01-01,5656.0
T22113,2009-02-01,5655.0
T22113,2009-03-01,5681.0
T22113,2009-04-01,5762.0
T22113,2009-05-01,5689.0
T22113,2009-06-01,5725.0
T22113,2009-07-01,5794.0
T22113,2009-08-01,5910.0
T22113,2009-09-01,5748.0
T22113,2009-10-01,5870.0
T22113,2009-11-01,5782.0
T22113,2009-12-01,5604.0
T22113,2010-01-01,4455.0
T22113,2010-02-01,4340.0
T22113,2010-03-01,4342.0
T22113,2010-04-01,4349.0
T22113,2010-05-01,4240.0
T22113,2010-06-01,4274.0
T22113,2010-07-01,4324.0
T22113,2010-08-01,4450.0
T22113,2010-09-01,4442.0
T22113,2010-10-01,4364.0
T22113,2010-11-01,4399.0
T22113,2010-12-01,4116.0
T22113,2011-01-01,4377.0
T22113,2011-02-01,4304.0
T22113,2011-03-01,4349.0
T22113,2011-04-01,4353.0
T22113,2011-05-01,4187.0
T22113,2011-06-01,4262.0
T22113,2011-07-01,4284.0
T22113,2011-08-01,4485.0
T22113,2011-09-01,4507.0
T22113,2011-10-01,4514.0
T22113,2011-11-01,4441.0
T22113,2011-12-01,4211.0
T22113,2012-01-01,4455.0
T22113,2012-02-01,4464.0
T22113,2012-03-01,4436.0
T22113,2012-04-01,4390.0
T22113,2012-05-01,4221.0
T22113,2012-06-01,4279.0
T22113,2012-07-01,4296.0
T22113,2012-08-01,4476.0
T22113,2012-09-01,4480.0
T22113,2012-10-01,4842.0
T22113,2012-11-01,4555.0
T22113,2012-12-01,4381.0
T22113,2013-01-01,4244.0
T22113,2013-02-01,4198.0
T22113,2013-03-01,4172.0
T22113,2013-04-01,4290.0
T22113,2013-05-01,4048.0
T22113,2013-06-01,4088.0
T22113,2013-07-01,4101.0
T22113,2013-08-01,4292.0
T22113,2013-09-01,4285.0
T22113,2013-10-01,4220.0
T22113,2013-11-01,4148.0
T22113,2013-12-01,3862.0
T22113,2014-01-01,4155.0
T22113,2014-02-01,4189.0
T22113,2014-03-01,4193.0
T22113,2014-04-01,4230.0
T22113,2014-05-01,3998.0
T22113,2014-06-01,3993.0
T22113,2014-07-01,4060.0
T22113,2014-08-01,4257.0
T22113,2014-09-01,4298.0
T22113,2014-10-01,4322.0
T22113,2014-11-01,4157.0
T22113,2014-12-01,3823.0
T22113,2015-01-01,3962.0
T22113,2015-02-01,3959.0
T22113,2015-03-01,3943.0
T22113,2015-04-01,4041.0
T22113,2015-05-01,3794.0
T22113,2015-06-01,3784.0
T22113,2015-07-01,3849.0
T22113,2015-08-01,3981.0
T22113,2015-09-01,3980.0
T22113,2015-10-01,3995.0
T22113,2015-11-01,3866.0
T22113,2015-12-01,3637.0
T22113,2016-01-01,3830.0
T22113,2016-02-01,3916.0
T22113,2016-03-01,3923.0
T22113,2016-04-01,4030.0
T22113,2016-05-01,3804.0
T22113,2016-06-01,3923.0
T22113,2016-07-01,3969.0
T22113,2016-08-01,4427.0
T22113,2016-09-01,4490.0
T22113,2016-10-01,4465.0
T22113,2016-11-01,4209.0
T22113,2016-12-01,3972.0
T2224,2003-07-01,3820.0
T2224,2003-08-01,3800.0
T2224,2003-09-01,3790.0
T2224,2003-10-01,3790.0
T2224,2003-11-01,3780.0
T2224,2003-12-01,3800.0
T2224,2004-01-01,3760.0
T2224,2004-02-01,3780.0
T2224,2004-03-01,3810.0
T2224,2004-04-01,3820.0
T2224,2004-05-01,3820.0
T2224,2004-06-01,3850.0
T2224,2004-07-01,3870.0
T2224,2004-08-01,3870.0
T2224,2004-09-01,3850.0
T2224,2004-10-01,3890.0
T2224,2004-11-01,3910.0
T2224,2004-12-01,3940.0
T2224,2005-01-01,3880.0
T2224,2005-02-01,3910.0
T2224,2005-03-01,3920.0
T2224,2005-04-01,3970.0
T2224,2005-05-01,3970.0
T2224,2005-06-01,4020.0
T2224,2005-07-01,4060.0
T2224,2005-08-01,4060.0
T2224,2005-09-01,4050.0
T2224,2005-10-01,4070.0
T2224,2005-11-01,4080.0
T2224,2005-12-01,4110.0
T2224,2006-01-01,4090.0
T2224,2006-02-01,4110.0
T2224,2006-03-01,4150.0
T2224,2006-04-01,4190.0
T2224,2006-05-01,4230.0
T2224,2006-06-01,4300.0
T2224,2006-07-01,4320.0
T2224,2006-08-01,4350.0
T2224,2006-09-01,4340.0
T2224,2006-10-01,4410.0
T2224,2006-11-01,4430.0
T2224,2006-12-01,4480.0
T2224,2007-01-01,4400.0
T2224,2007-02-01,4470.0
T2224,2007-03-01,4510.0
T2224,2007-04-01,4550.0
T2224,2007-05-01,4600.0
T2224,2007-06-01,4650.0
T2224,2007-07-01,4700.0
T2224,2007-08-01,4720.0
T2224,2007-09-01,4710.0
T2224,2007-10-01,4770.0
T2224,2007-11-01,4790.0
T2224,2007-12-01,4820.0
T2224,2008-01-01,4820.0
T2224,2008-02-01,4860.0
T2224,2008-03-01,4880.0
T2224,2008-04-01,4920.0
T2224,2008-05-01,4980.0
T2224,2008-06-01,4990.0
T2224,2008-07-01,5040.0
T2224,2008-08-01,5040.0
T2224,2008-09-01,4990.0
T2224,2008-10-01,5040.0
T2224,2008-11-01,5000.0
T2224,2008-12-01,5010.0
T2224,2009-01-01,4930.0
T2224,2009-02-01,4920.0
T2224,2009-03-01,4880.0
T2224,2009-04-01,4840.0
T2224,2009-05-01,4840.0
T2224,2009-06-01,4840.0
T2224,2009-07-01,4860.0
T2224,2009-08-01,4870.0
T2224,2009-09-01,4830.0
T2224,2009-10-01,4870.0
T2224,2009-11-01,4900.0
T2224,2009-12-01,4940.0
T2224,2010-01-01,4900.0
T2224,2010-02-01,4920.0
T2224,2010-03-01,4960.0
T2224,2010-04-01,4970.0
T2224,2010-05-01,5000.0
T2224,2010-06-01,5020.0
T2224,2010-07-01,5060.0
T2224,2010-08-01,5060.0
T2224,2010-09-01,5050.0
T2224,2010-10-01,5120.0
T2224,2010-11-01,5130.0
T2224,2010-12-01,5180.0
T2224,2011-01-01,5130.0
T2224,2011-02-01,5170.0
T2224,2011-03-01,5220.0
T2224,2011-04-01,5260.0
T2224,2011-05-01,5310.0
T2224,2011-06-01,5350.0
T2224,2011-07-01,5380.0
T2224,2011-08-01,5410.0
T2224,2011-09-01,5410.0
T2224,2011-10-01,5490.0
T2224,2011-11-01,5520.0
T2224,2011-12-01,5570.0
T2224,2012-01-01,5560.0
T2224,2012-02-01,5610.0
T2224,2012-03-01,5620.0
T2224,2012-04-01,5640.0
T2224,2012-05-01,5660.0
T2224,2012-06-01,5730.0
T2224,2012-07-01,5770.0
T2224,2012-08-01,5790.0
T2224,2012-09-01,5760.0
T2224,2012-10-01,5880.0
T2224,2012-11-01,5880.0
T2224,2012-12-01,5890.0
T2224,2013-01-01,5810.0
T2224,2013-02-01,5830.0
T2224,2013-03-01,5860.0
T2224,2013-04-01,5870.0
T2224,2013-05-01,5890.0
T2224,2013-06-01,5910.0
T2224,2013-07-01,5980.0
T2224,2013-08-01,5990.0
T2224,2013-09-01,5970.0
T2224,2013-10-01,5990.0
T2224,2013-11-01,6000.0
T2224,2013-12-01,6010.0
T2224,2014-01-01,5950.0
T2224,2014-02-01,5970.0
T2224,2014-03-01,5970.0
T2224,2014-04-01,6010.0
T2224,2014-05-01,6040.0
T2224,2014-06-01,6080.0
T2224,2014-07-01,6150.0
T2224,2014-08-01,6180.0
T2224,2014-09-01,6140.0
T2224,2014-10-01,6220.0
T2224,2014-11-01,6260.0
T2224,2014-12-01,6300.0
T2224,2015-01-01,6250.0
T2224,2015-02-01,6270.0
T2224,2015-03-01,6250.0
T2224,2015-04-01,6280.0
T2224,2015-05-01,6300.0
T2224,2015-06-01,6360.0
T2224,2015-07-01,6430.0
T2224,2015-08-01,6440.0
T2224,2015-09-01,6390.0
T2224,2015-10-01,6540.0
T2224,2015-11-01,6530.0
T2224,2015-12-01,6560.0
T2224,2016-01-01,6520.0
T2224,2016-02-01,6500.0
T2224,2016-03-01,6500.0
T2224,2016-04-01,6540.0
T2224,2016-05-01,6610.0
T2224,2016-06-01,6700.0
T2224,2016-07-01,6810.0
T2224,2016-08-01,6830.0
T2224,2016-09-01,6820.0
T2224,2016-10-01,6910.0
T2224,2016-11-01,6870.0
T2224,2016-12-01,6910.0
T22321,2003-07-01,3277.0
T22321,2003-08-01,3297.0
T22321,2003-09-01,3280.0
T22321,2003-10-01,3270.0
T22321,2003-11-01,3287.0
T22321,2003-12-01,3291.0
T22321,2004-01-01,3214.0
T22321,2004-02-01,3198.0
T22321,2004-03-01,3219.0
T22321,2004-04-01,3232.0
T22321,2004-05-01,3264.0
T22321,2004-06-01,3288.0
T22321,2004-07-01,3272.0
T22321,2004-08-01,3285.0
T22321,2004-09-01,3268.0
T22321,2004-10-01,3263.0
T22321,2004-11-01,3295.0
T22321,2004-12-01,3304.0
T22321,2005-01-01,3228.0
T22321,2005-02-01,3235.0
T22321,2005-03-01,3258.0
T22321,2005-04-01,3296.0
T22321,2005-05-01,3320.0
T22321,2005-06-01,3345.0
T22321,2005-07-01,3332.0
T22321,2005-08-01,3341.0
T22321,2005-09-01,3333.0
T22321,2005-10-01,3334.0
T22321,2005-11-01,3369.0
T22321,2005-12-01,3382.0
T22321,2006-01-01,3288.0
T22321,2006-02-01,3302.0
T22321,2006-03-01,3330.0
T22321,2006-04-01,3346.0
T22321,2006-05-01,3381.0
T22321,2006-06-01,3407.0
T22321,2006-07-01,3392.0
T22321,2006-08-01,3395.0
T22321,2006-09-01,3390.0
T22321,2006-10-01,3392.0
T22321,2006-11-01,3429.0
T22321,2006-12-01,3440.0
T22321,2007-01-01,3351.0
T22321,2007-02-01,3364.0
T22321,2007-03-01,3385.0
T22321,2007-04-01,3420.0
T22321,2007-05-01,3455.0
T22321,2007-06-01,3479.0
T22321,2007-07-01,3474.0
T22321,2007-08-01,3487.0
T22321,2007-09-01,3473.0
T22321,2007-10-01,3478.0
T22321,2007-11-01,3508.0
T22321,2007-12-01,3518.0
T22321,2008-01-01,3433.0
T22321,2008-02-01,3436.0
T22321,2008-03-01,3457.0
T22321,2008-04-01,3478.0
T22321,2008-05-01,3520.0
T22321,2008-06-01,3526.0
T22321,2008-07-01,3515.0
T22321,2008-08-01,3525.0
T22321,2008-09-01,3499.0
T22321,2008-10-01,3512.0
T22321,2008-11-01,3516.0
T22321,2008-12-01,3511.0
T22321,2009-01-01,3404.0
T22321,2009-02-01,3393.0
T22321,2009-03-01,3396.0
T22321,2009-04-01,3405.0
T22321,2009-05-01,3428.0
T22321,2009-06-01,3433.0
T22321,2009-07-01,3420.0
T22321,2009-08-01,3423.0
T22321,2009-09-01,3398.0
T22321,2009-10-01,3405.0
T22321,2009-11-01,3417.0
T22321,2009-12-01,3414.0
T22321,2010-01-01,3331.0
T22321,2010-02-01,3328.0
T22321,2010-03-01,3349.0
T22321,2010-04-01,3397.0
T22321,2010-05-01,3432.0
T22321,2010-06-01,3449.0
T22321,2010-07-01,3449.0
T22321,2010-08-01,3458.0
T22321,2010-09-01,3425.0
T22321,2010-10-01,3457.0
T22321,2010-11-01,3464.0
T22321,2010-12-01,3479.0
T22321,2011-01-01,3389.0
T22321,2011-02-01,3389.0
T22321,2011-03-01,3407.0
T22321,2011-04-01,3461.0
T22321,2011-05-01,3488.0
T22321,2011-06-01,3500.0
T22321,2011-07-01,3490.0
T22321,2011-08-01,3496.0
T22321,2011-09-01,3481.0
T22321,2011-10-01,3490.0
T22321,2011-11-01,3510.0
T22321,2011-12-01,3514.0
T22321,2012-01-01,3439.0
T22321,2012-02-01,3440.0
T22321,2012-03-01,3472.0
T22321,2012-04-01,3510.0
T22321,2012-05-01,3542.0
T22321,2012-06-01,3562.0
T22321,2012-07-01,3551.0
T22321,2012-08-01,3546.0
T22321,2012-09-01,3525.0
T22321,2012-10-01,3546.0
T22321,2012-11-01,3571.0
T22321,2012-12-01,3574.0
T22321,2013-01-01,3493.0
T22321,2013-02-01,3488.0
T22321,2013-03-01,3508.0
T22321,2013-04-01,3542.0
T22321,2013-05-01,3585.0
T22321,2013-06-01,3598.0
T22321,2013-07-01,3586.0
T22321,2013-08-01,3601.0
T22321,2013-09-01,3589.0
T22321,2013-10-01,3612.0
T22321,2013-11-01,3639.0
T22321,2013-12-01,3656.0
T22321,2014-01-01,3561.0
T22321,2014-02-01,3569.0
T22321,2014-03-01,3590.0
T22321,2014-04-01,3605.0
T22321,2014-05-01,3642.0
T22321,2014-06-01,3650.0
T22321,2014-07-01,3629.0
T22321,2014-08-01,3639.0
T22321,2014-09-01,3618.0
T22321,2014-10-01,3641.0
T22321,2014-11-01,3662.0
T22321,2014-12-01,3684.0
T22321,2015-01-01,3585.0
T22321,2015-02-01,3591.0
T22321,2015-03-01,3617.0
T22321,2015-04-01,3653.0
T22321,2015-05-01,3686.0
T22321,2015-06-01,3711.0
T22321,2015-07-01,3699.0
T22321,2015-08-01,3705.0
T22321,2015-09-01,3681.0
T22321,2015-10-01,3711.0
T22321,2015-11-01,3724.0
T22321,2015-12-01,3741.0
T22321,2016-01-01,3663.0
T22321,2016-02-01,3657.0
T22321,2016-03-01,3686.0
T22321,2016-04-01,3720.0
T22321,2016-05-01,3747.0
T22321,2016-06-01,3756.0
T22321,2016-07-01,3751.0
T22321,2016-08-01,3762.0
T22321,2016-09-01,3718.0
T22321,2016-10-01,3740.0
T22321,2016-11-01,3770.0
T22321,2016-12-01,3778.0
T22361,2003-07-01,1750.0
T22361,2003-08-01,1711.0
T22361,2003-09-01,1718.0
T22361,2003-10-01,1739.0
T22361,2003-11-01,1749.0
T22361,2003-12-01,1728.0
T22361,2004-01-01,1737.0
T22361,2004-02-01,1725.0
T22361,2004-03-01,1799.0
T22361,2004-04-01,1692.0
T22361,2004-05-01,1723.0
T22361,2004-06-01,1803.0
T22361,2004-07-01,1783.0
T22361,2004-08-01,1827.0
T22361,2004-09-01,1688.0
T22361,2004-10-01,1688.0
T22361,2004-11-01,1691.0
T22361,2004-12-01,1695.0
T22361,2005-01-01,1685.0
T22361,2005-02-01,1671.0
T22361,2005-03-01,1695.0
T22361,2005-04-01,1670.0
T22361,2005-05-01,1657.0
T22361,2005-06-01,1765.0
T22361,2005-07-01,1750.0
T22361,2005-08-01,1726.0
T22361,2005-09-01,1702.0
T22361,2005-10-01,1718.0
T22361,2005-11-01,1705.0
T22361,2005-12-01,1673.0
T22361,2006-01-01,1721.0
T22361,2006-02-01,1685.0
T22361,2006-03-01,1694.0
T22361,2006-04-01,1702.0
T22361,2006-05-01,1709.0
T22361,2006-06-01,1809.0
T22361,2006-07-01,1765.0
T22361,2006-08-01,1702.0
T22361,2006-09-01,1697.0
T22361,2006-10-01,1643.0
T22361,2006-11-01,1613.0
T22361,2006-12-01,1597.0
T22361,2007-01-01,1658.0
T22361,2007-02-01,1694.0
T22361,2007-03-01,1732.0
T22361,2007-04-01,1703.0
T22361,2007-05-01,1725.0
T22361,2007-06-01,1831.0
T22361,2007-07-01,1820.0
T22361,2007-08-01,1726.0
T22361,2007-09-01,1749.0
T22361,2007-10-01,1752.0
T22361,2007-11-01,1730.0
T22361,2007-12-01,1693.0
T22361,2008-01-01,1758.0
T22361,2008-02-01,1728.0
T22361,2008-03-01,1775.0
T22361,2008-04-01,1781.0
T22361,2008-05-01,1809.0
T22361,2008-06-01,1904.0
T22361,2008-07-01,1943.0
T22361,2008-08-01,1833.0
T22361,2008-09-01,1832.0
T22361,2008-10-01,1840.0
T22361,2008-11-01,1823.0
T22361,2008-12-01,1831.0
T22361,2009-01-01,1866.0
T22361,2009-02-01,1833.0
T22361,2009-03-01,1841.0
T22361,2009-04-01,1836.0
T22361,2009-05-01,1849.0
T22361,2009-06-01,1947.0
T22361,2009-07-01,1955.0
T22361,2009-08-01,1882.0
T22361,2009-09-01,1853.0
T22361,2009-10-01,1825.0
T22361,2009-11-01,1857.0
T22361,2009-12-01,1820.0
T22361,2010-01-01,1586.0
T22361,2010-02-01,1601.0
T22361,2010-03-01,1615.0
T22361,2010-04-01,1576.0
T22361,2010-05-01,1589.0
T22361,2010-06-01,1709.0
T22361,2010-07-01,1677.0
T22361,2010-08-01,1610.0
T22361,2010-09-01,1649.0
T22361,2010-10-01,1635.0
T22361,2010-11-01,1599.0
T22361,2010-12-01,1569.0
T22361,2011-01-01,1594.0
T22361,2011-02-01,1587.0
T22361,2011-03-01,1593.0
T22361,2011-04-01,1579.0
T22361,2011-05-01,1592.0
T22361,2011-06-01,1708.0
T22361,2011-07-01,1674.0
T22361,2011-08-01,1653.0
T22361,2011-09-01,1665.0
T22361,2011-10-01,1615.0
T22361,2011-11-01,1635.0
T22361,2011-12-01,1574.0
T22361,2012-01-01,1593.0
T22361,2012-02-01,1561.0
T22361,2012-03-01,1596.0
T22361,2012-04-01,1570.0
T22361,2012-05-01,1606.0
T22361,2012-06-01,1706.0
T22361,2012-07-01,1664.0
T22361,2012-08-01,1588.0
T22361,2012-09-01,1659.0
T22361,2012-10-01,1640.0
T22361,2012-11-01,1661.0
T22361,2012-12-01,1644.0
T22361,2013-01-01,1601.0
T22361,2013-02-01,1582.0
T22361,2013-03-01,1576.0
T22361,2013-04-01,1565.0
T22361,2013-05-01,1554.0
T22361,2013-06-01,1631.0
T22361,2013-07-01,1618.0
T22361,2013-08-01,1561.0
T22361,2013-09-01,1599.0
T22361,2013-10-01,1633.0
T22361,2013-11-01,1646.0
T22361,2013-12-01,1643.0
T22361,2014-01-01,1608.0
T22361,2014-02-01,1561.0
T22361,2014-03-01,1591.0
T22361,2014-04-01,1587.0
T22361,2014-05-01,1589.0
T22361,2014-06-01,1665.0
T22361,2014-07-01,1603.0
T22361,2014-08-01,1567.0
T22361,2014-09-01,1656.0
T22361,2014-10-01,1663.0
T22361,2014-11-01,1676.0
T22361,2014-12-01,1614.0
T22361,2015-01-01,1578.0
T22361,2015-02-01,1570.0
T22361,2015-03-01,1611.0
T22361,2015-04-01,1566.0
T22361,2015-05-01,1533.0
T22361,2015-06-01,1600.0
T22361,2015-07-01,1520.0
T22361,2015-08-01,1518.0
T22361,2015-09-01,1572.0
T22361,2015-10-01,1590.0
