series,day,value
T3278,669,8430.0
T3278,670,8509.4
T3278,671,8511.0
T3278,672,8467.4
T3278,673,8613.1
T3278,674,8661.8
T3278,675,8687.6
T3278,676,8570.8
T3278,677,8549.1
T3278,678,8514.7
T3278,679,8549.1
T3278,680,8595.3
T3278,681,8691.3
T3278,682,8666.1
T3278,683,8880.4
T3278,684,9105.7
T3278,685,9015.5
T3278,686,8811.2
T3278,687,8726.4
T3278,688,8791.1
T3278,689,8677.5
T3278,690,8742.8
T3278,691,8671.2
T3278,692,8612.9
T3278,693,8703.9
T3278,694,8661.2
T3278,695,8637.6
T3278,696,8649.3
T3278,697,8560.7
T3278,698,8736.6
T3278,699,8838.1
T3278,700,8805.9
T3278,701,8765.7
T3278,702,8825.5
T3278,703,8842.8
T3278,704,8821.6
T3278,705,8625.3
T3278,706,8616.7
T3278,707,8623.9
T3278,708,8671.1
T3278,709,8628.6
T3278,710,8747.6
T3278,711,8663.9
T3278,712,8695.9
T3278,713,8572.8
T3278,714,8489.9
T3278,715,8561.5
T3278,716,8614.5
T3278,717,8679.6
T3278,718,8624.3
T3278,719,8750.4
T3278,720,8832.0
T3278,721,8810.2
T3278,722,8843.9
T3278,723,8840.6
T3278,724,8842.2
T3278,725,8858.8
T3278,726,8892.4
T3278,727,8982.0
T3278,728,9040.5
T3278,729,9063.1
T3278,730,8963.0
T3278,731,8987.7
T3278,732,9052.7
T3278,733,9027.1
T3278,734,8898.8
T3278,735,8958.0
T3278,736,8963.4
T3278,737,9028.9
T3278,738,9101.2
T3278,739,9035.8
T3278,740,9103.3
T3278,741,9211.6
T3278,742,9246.9
T3278,743,9308.4
T3278,744,9376.8
T3278,745,9280.9
T3278,746,9327.8
T3278,747,9390.3
T3278,748,9532.5
T3278,749,9611.2
T3278,750,9643.7
T3278,751,9667.7
T3278,752,9427.6
T3278,753,9542.7
T3278,754,9544.2
T3278,755,9758.5
T3278,756,9803.5
T3278,757,9789.3
T3278,758,9772.6
T3278,759,9698.9
T3278,760,9682.2
T3278,761,9643.8
T3278,762,9743.5
T3278,763,9860.4
T3278,764,9824.3
T3278,765,9830.4
T3278,766,9765.0
T3278,767,9747.9
T3278,768,9669.0
T3278,769,9504.9
T3278,770,9485.1
T3278,771,9578.8
T3278,772,9635.2
T3278,773,9678.7
T3278,774,9615.5
T3278,775,9520.8
T3278,776,9528.0
T3278,777,9631.9
T3278,778,9741.1
T3278,779,9772.7
T3278,780,9751.1
T3278,781,9920.0
T3278,782,9894.1
T3278,783,10031.8
T3278,784,9926.2
T3278,785,9988.9
T3278,786,10009.4
T3278,787,9865.9
T3278,788,9910.9
T3278,789,9954.8
T3278,790,9946.6
T3278,791,10008.5
T3278,792,10083.2
T3278,793,10126.9
T3278,794,10239.3
T3278,795,10198.8
T3278,796,10099.5
T3278,797,10212.1
T3278,798,10155.5
T3278,799,10236.9
T3278,800,10202.5
T3278,801,10279.0
T3278,802,10213.0
T3278,803,10255.8
T3278,804,10283.7
T3278,805,10289.5
T3278,806,10240.6
T3278,807,10163.5
T3278,808,9975.1
T3278,809,10026.3
T3278,810,9921.1
T3278,811,9933.7
T3278,812,9882.4
T3278,813,9912.7
T3278,814,9951.5
T3278,815,9881.8
T3278,816,9877.5
T3278,817,9742.8
T3278,818,9755.8
T3278,819,9721.6
T3278,820,9681.8
T3278,821,9778.3
T3278,822,9794.1
T3278,823,9838.6
T3278,824,9702.7
T3278,825,9683.1
T3278,826,9756.2
T3278,827,9893.1
T3278,828,9973.5
T3278,829,10102.0
T3278,830,9972.1
T3278,831,10032.8
T3278,832,9955.9
T3278,833,9918.5
T3278,834,9769.8
T3278,835,9732.6
T3278,836,9801.8
T3278,837,9904.3
T3278,838,9930.4
T3278,839,9845.4
T3278,840,9876.3
T3278,841,9724.2
T3278,842,9675.9
T3278,843,9806.5
T3278,844,9767.3
T3278,845,9762.8
T3278,846,9789.1
T3278,847,9871.6
T3278,848,9829.8
T3278,849,9777.9
T3278,850,9731.3
T3278,851,9717.2
T3278,852,9788.5
T3278,853,9870.4
T3278,854,9972.2
T3278,855,9924.1
T3278,856,9904.3
T3278,857,9890.5
T3278,858,9909.0
T3278,859,9842.5
T3278,860,9792.5
T3278,861,9893.4
T3278,862,9931.3
T3278,863,9788.5
T3278,864,9694.2
T3278,865,9626.9
T3278,866,9623.8
T3278,867,9594.2
T3278,868,9520.0
T3278,869,9647.1
T3278,870,9750.5
T3278,871,9689.3
T3278,872,9676.3
T3278,873,9657.1
T3278,874,9669.5
T3278,875,9618.9
T3278,876,9706.7
T3278,877,9794.8
T3278,878,9661.9
T3278,879,9690.6
T3278,880,9754.3
T3278,881,9650.9
T3278,882,9637.2
T3278,883,9597.9
T3278,884,9623.0
T3278,885,9712.8
T3278,886,9700.0
T3278,887,9834.5
T3278,888,9733.0
T3278,889,9674.9
T3278,890,9467.4
T3278,891,9500.0
T3278,892,9671.2
T3278,893,9614.4
T3278,894,9626.7
T3278,895,9706.1
T3278,896,9744.4
T3278,897,9661.7
T3278,898,9661.6
T3278,899,9622.3
T3278,900,9734.8
T3278,901,9731.1
T3278,902,9703.6
T3278,903,9749.2
T3278,904,9862.3
T3278,905,9900.7
T3278,906,9853.1
T3278,907,9840.8
T3278,908,9976.1
T3278,909,9971.8
T3278,910,9917.3
T3278,911,9865.3
T3278,912,9892.7
T3278,913,9879.0
T3278,914,9976.1
T3278,915,9870.8
T3278,916,9780.7
T3278,917,9768.3
T3278,918,9787.5
T3278,919,9866.9
T3278,920,9794.6
T3278,921,9749.4
T3278,922,9758.8
T3278,923,9627.2
T3278,924,9557.6
T3278,925,9533.4
T3278,926,9569.9
T3278,927,9569.8
T3278,928,9438.1
T3278,929,9536.6
T3278,930,9616.7
T3278,931,9725.3
T3278,932,9832.5
T3278,933,9807.8
T3278,934,9660.7
T3278,935,9686.2
T3278,936,9677.5
T3278,937,9605.6
T3278,938,9698.9
T3278,939,9643.6
T3278,940,9628.3
T3278,941,9438.6
T3278,942,9526.2
T3278,943,9390.0
T3278,944,9282.1
T3278,945,9257.9
T3278,946,9382.6
T3278,947,9315.4
T3278,948,9364.2
T3278,949,9349.1
T3278,950,9359.3
T3278,951,9334.9
T3278,952,9474.2
T3278,953,9495.7
T3278,954,9510.7
T3278,955,9393.9
T3278,956,9375.8
T3278,957,9313.6
T3278,958,9204.9
T3278,959,9179.7
T3278,960,9328.5
T3278,961,9209.1
T3278,962,9033.9
T3278,963,8846.7
T3278,964,8929.5
T3278,965,9007.7
T3278,966,9049.6
T3278,967,9028.3
T3278,968,8994.2
T3278,969,8934.1
T3278,970,9031.2
T3278,971,9200.3
T3278,972,9107.6
T3278,973,9198.9
T3278,974,9328.6
T3278,975,9188.9
T3278,976,9218.9
T3278,977,9158.0
T3278,978,9073.3
T3278,979,9134.6
T3278,980,9166.3
T3278,981,9203.2
T3278,982,9098.0
T3278,983,9048.2
T3278,984,9028.1
T3278,985,8991.2
T3278,986,8954.1
T3278,987,8889.6
T3278,988,8965.9
T3278,989,8950.6
T3278,990,8946.5
T3278,991,8973.8
T3278,992,8907.0
T3278,993,9001.7
T3278,994,8986.3
T3278,995,8952.4
T3278,996,9014.6
T3278,997,8997.8
T3278,998,9080.3
T3278,999,9111.8
T3278,1000,9315.3
T3278,1001,9293.7
T3278,1002,9334.6
T3278,1003,9348.7
T3278,1004,9514.6
T3278,1005,9544.5
T3278,1006,9480.4
T3278,1007,9410.2
T3278,1008,9446.0
T3278,1009,9433.0
T3278,1010,9564.1
T3278,1011,9515.2
T3278,1012,9485.7
T3278,1013,9376.0
T3278,1014,9506.5
T3278,1015,9599.2
T3278,1016,9694.6
T3278,1017,9797.0
T3278,1018,9824.3
T3278,1019,9709.7
T3278,1020,9773.2
T3278,1021,9772.3
T3278,1022,9649.4
T3278,1023,9659.6
T3278,1024,9636.8
T3278,1025,9642.8
T3278,1026,9458.3
T3278,1027,9595.6
T3278,1028,9649.3
T3278,1029,9695.6
T3278,1030,9808.6
T3278,1031,9701.7
T3278,1032,9574.1
T3278,1033,9531.3
T3278,1034,9662.4
T3278,1035,9552.6
T3278,1036,9479.0
T3278,1037,9497.8
T3278,1038,9518.5
T3278,1039,9482.8
T3278,1040,9557.5
T3278,1041,9502.4
T3278,1042,9489.8
T3278,1043,9468.2
T3278,1044,9526.5
T3278,1045,9498.0
T3278,1046,9455.2
T3278,1047,9248.3
T3278,1048,9281.9
T3278,1049,9304.4
T3278,1050,9209.8
T3278,1051,9206.6
T3278,1052,9138.4
T3278,1053,9258.7
T3278,1054,9212.2
T3278,1055,9317.0
T3278,1056,9456.2
T3278,1057,9457.3
T3278,1058,9442.7
T3278,1059,9566.7
T3278,1060,9680.7
T3278,1061,9746.5
T3278,1062,9760.4
T3278,1063,9750.5
T3278,1064,9852.2
T3278,1065,9962.7
T3278,1066,9962.5
T3278,1067,9946.0
T3278,1068,10106.6
T3278,1069,10025.2
T3278,1070,10135.4
T3278,1071,10115.5
T3278,1072,10079.0
T3278,1073,10039.5
T3278,1074,10071.8
T3278,1075,10034.5
T3278,1076,10076.6
T3278,1077,10117.4
T3278,1078,10152.4
T3278,1079,10021.1
T3278,1080,9915.5
T3278,1081,9958.0
T3278,1082,9768.1
T3278,1083,9704.6
T3278,1084,9713.3
T3278,1085,9819.6
T3278,1086,9699.3
T3278,1087,9790.3
T3278,1088,10037.5
T3278,1089,10126.2
T3278,1090,10066.2
T3278,1091,10084.6
T3278,1092,10133.7
T3278,1093,10173.3
T3278,1094,10096.7
T3278,1095,10082.6
T3278,1096,10028.8
T3278,1097,9921.5
T3278,1098,9875.5
T3278,1099,10039.8
T3278,1100,10032.6
T3278,1101,10000.0
T3278,1102,10026.4
T3278,1103,10012.3
T3278,1104,9938.0
T3278,1105,9747.6
T3278,1106,9760.6
T3278,1107,9591.3
T3278,1108,9610.3
T3278,1109,9523.2
T3278,1110,9374.9
T3278,1111,9608.5
T3278,1112,9419.1
T3278,1113,9420.2
T3278,1114,9541.1
T3278,1115,9487.3
T3278,1116,9534.1
T3278,1117,9575.9
T3278,1118,9676.5
T3278,1119,9674.7
T3278,1120,9443.3
T3278,1121,9519.8
T3278,1122,9322.2
T3278,1123,9310.4
T3278,1124,9157.7
T3278,1125,9018.4
T3278,1126,8993.7
T3278,1127,9054.9
T3278,1128,9176.8
T3278,1129,9177.2
T3278,1130,9174.6
T3278,1131,9168.1
T3278,1132,9204.2
T3278,1133,9181.4
T3278,1134,9175.7
T3278,1135,9152.1
T3278,1136,9130.8
T3278,1137,9153.9
T3278,1138,9505.3
T3278,1139,9497.5
T3278,1140,9309.1
T3278,1141,9317.7
T3278,1142,9276.7
T3278,1143,9329.0
T3278,1144,9286.9
T3278,1145,9329.9
T3278,1146,9169.1
T3278,1147,9004.4
T3278,1148,8882.7
T3278,1149,8888.2
T3278,1150,9035.6
T3278,1151,9151.0
T3278,1152,9141.2
T3278,1153,9230.0
T3278,1154,9190.5
T3278,1155,9168.6
T3278,1156,9390.6
T3278,1157,9377.7
T3278,1158,9355.3
T3278,1159,9259.1
T3278,1160,9324.6
T3278,1161,9204.6
T3278,1162,9418.1
T3278,1163,9205.9
T3278,1164,9236.1
T3278,1165,9296.1
T3278,1166,9240.0
T3278,1167,9223.8
T3278,1168,9316.0
T3278,1169,9350.1
T3278,1170,9434.3
T3278,1171,9545.0
T3278,1172,9524.8
T3278,1173,9518.9
T3278,1174,9462.1
T3278,1175,9367.5
T3278,1176,9359.4
T3278,1177,9294.1
T3278,1178,9394.5
T3278,1179,9368.8
T3278,1180,9476.9
T3278,1181,9391.6
T3278,1182,9434.9
T3278,1183,9534.1
T3278,1184,9413.7
T3278,1185,9379.4
T3278,1186,9421.9
T3278,1187,9468.5
T3278,1188,9572.3
T3278,1189,9551.7
T3278,1190,9559.4
T3278,1191,9502.1
T3278,1192,9495.0
T3278,1193,9475.7
T3278,1194,9642.7
T3278,1195,9663.7
T3278,1196,9607.1
T3278,1197,9614.9
T3278,1198,9665.4
T3278,1199,9716.3
T3278,1200,9666.1
T3278,1201,9727.5
T3278,1202,9778.9
T3278,1203,9850.3
T3278,1204,9918.2
T3278,1205,9937.3
T3278,1206,9857.3
T3278,1207,9774.9
T3278,1208,9813.2
T3278,1209,9890.5
T3278,1210,9897.3
T3278,1211,9902.2
T3278,1212,9918.8
T3278,1213,9872.8
T3278,1214,9901.5
T3278,1215,9943.5
T3278,1216,9966.7
T3278,1217,9958.8
T3278,1218,9971.2
T3278,1219,10051.5
T3278,1220,10187.8
T3278,1221,10135.7
T3278,1222,10190.1
T3278,1223,10165.2
T3278,1224,10302.8
T3278,1225,10265.1
T3278,1226,10273.3
T3278,1227,10301.4
T3278,1228,10314.8
T3278,1229,10315.9
T3278,1230,10378.7
T3278,1231,10477.7
T3278,1232,10476.4
T3278,1233,10448.3
T3278,1234,10544.6
T3278,1235,10517.5
T3278,1236,10578.4
T3278,1237,10540.7
T3278,1238,10554.3
T3278,1239,10573.8
T3278,1240,10464.6
T3278,1241,10331.2
T3278,1242,10296.6
T3278,1243,10483.5
T3278,1244,10524.5
T3278,1245,10537.6
T3278,1246,10582.0
T3278,1247,10701.7
T3278,1248,10747.0
T3278,1249,10741.6
T3278,1250,10767.7
T3278,1251,10714.8
T3285,640,1112.18
T3285,641,1116.99
T3285,642,1083.43
T3285,643,1078.66
T3285,644,1077.2
T3285,645,1088.67
T3285,646,1097.06
T3285,647,1117.73
T3285,648,1143.49
T3285,649,1146.5
T3285,650,1183.46
T3285,651,1175.81
T3285,652,1162.76
T3285,653,1156.21
T3285,654,1170.91
T3285,655,1161.12
T3285,656,1154.73
T3285,657,1161.98
T3285,658,1169.65
T3285,659,1179.21
T3285,660,1149.14
T3285,661,1141.48
T3285,662,1140.13
T3285,663,1127.15
T3285,664,1133.54
T3285,665,1157.25
T3285,666,1138.83
T3285,667,1151.02
T3285,668,1160.24
T3285,669,1175.51
T3285,670,1182.78
T3285,671,1203.47
T3285,672,1202.73
T3285,673,1195.52
T3285,674,1185.43
T3285,675,1190.74
T3285,676,1187.14
T3285,677,1197.75
T3285,678,1211.0
T3285,679,1218.24
T3285,680,1233.13
T3285,681,1230.09
T3285,682,1244.88
T3285,683,1266.68
T3285,684,1257.09
T3285,685,1255.43
T3285,686,1244.25
T3285,687,1243.37
T3285,688,1258.5
T3285,689,1254.32
T3285,690,1267.53
T3285,691,1275.43
T3285,692,1284.09
T3285,693,1290.73
T3285,694,1280.7
T3285,695,1279.92
T3285,696,1289.82
T3285,697,1274.32
T3285,698,1273.94
T3285,699,1315.36
T3285,700,1345.44
T3285,701,1350.25
T3285,702,1349.13
T3285,703,1373.59
T3285,704,1387.03
T3285,705,1408.96
T3285,706,1375.34
T3285,707,1380.49
T3285,708,1403.24
T3285,709,1348.43
T3285,710,1335.9
T3285,711,1365.6
T3285,712,1354.66
T3285,713,1336.51
T3285,714,1347.49
T3285,715,1359.88
T3285,716,1390.3
T3285,717,1395.12
T3285,718,1377.26
T3285,719,1396.98
T3285,720,1369.74
T3285,721,1388.64
T3285,722,1400.84
T3285,723,1407.57
T3285,724,1382.25
T3285,725,1386.53
T3285,726,1360.89
T3285,727,1347.3
T3285,728,1342.09
T3285,729,1333.85
T3285,730,1336.23
T3285,731,1340.52
T3285,732,1309.07
T3285,733,1320.67
T3285,734,1334.59
T3285,735,1329.24
T3285,736,1322.02
T3285,737,1291.93
T3285,738,1243.93
T3285,739,1251.38
T3285,740,1208.1
T3285,741,1224.62
T3285,742,1241.78
T3285,743,1218.13
T3285,744,1214.81
T3285,745,1192.82
T3285,746,1182.48
T3285,747,1170.75
T3285,748,1200.51
T3285,749,1186.93
T3285,750,1199.75
T3285,751,1190.28
T3285,752,1192.52
T3285,753,1220.54
T3285,754,1247.25
T3285,755,1242.08
T3285,756,1232.52
T3285,757,1233.73
T3285,758,1237.39
T3285,759,1240.98
T3285,760,1238.3
T3285,761,1238.73
T3285,762,1235.16
T3285,763,1259.01
T3285,764,1253.7
T3285,765,1267.52
T3285,766,1254.4
T3285,767,1254.17
T3285,768,1263.7
T3285,769,1251.61
T3285,770,1258.36
T3285,771,1252.74
T3285,772,1235.82
T3285,773,1233.33
T3285,774,1229.01
T3285,775,1235.72
T3285,776,1262.81
T3285,777,1229.01
T3285,778,1205.61
T3285,779,1174.45
T3285,780,1179.18
T3285,781,1152.21
T3285,782,1176.3
T3285,783,1165.22
T3285,784,1164.93
T3285,785,1169.25
T3285,786,1191.28
T3285,787,1165.4
T3285,788,1176.78
T3285,789,1178.0
T3285,790,1186.38
T3285,791,1198.64
T3285,792,1214.19
T3285,793,1209.36
T3285,794,1199.16
T3285,795,1204.44
T3285,796,1207.37
T3285,797,1217.98
T3285,798,1240.93
T3285,799,1241.01
T3285,800,1225.47
T3285,801,1230.23
T3285,802,1221.14
T3285,803,1224.09
T3285,804,1226.78
T3285,805,1227.64
T3285,806,1234.79
T3285,807,1234.12
T3285,808,1212.64
T3285,809,1216.12
T3285,810,1228.68
T3285,811,1231.71
T3285,812,1255.94
T3285,813,1242.49
T3285,814,1231.21
T3285,815,1228.16
T3285,816,1226.14
T3285,817,1199.88
T3285,818,1192.57
T3285,819,1198.77
T3285,820,1199.95
T3285,821,1192.14
T3285,822,1186.07
T3285,823,1191.11
T3285,824,1171.52
T3285,825,1166.01
T3285,826,1150.59
T3285,827,1150.61
T3285,828,1162.35
T3285,829,1137.9
T3285,830,1121.64
T3285,831,1122.73
T3285,832,1139.8
T3285,833,1136.19
T3285,834,1154.22
T3285,835,1157.33
T3285,836,1143.26
T3285,837,1135.73
T3285,838,1119.11
T3285,839,1131.18
T3285,840,1112.66
T3285,841,1100.66
T3285,842,1121.34
T3285,843,1108.07
T3285,844,1110.39
T3285,845,1103.91
T3285,846,1114.42
T3285,847,1127.26
T3285,848,1125.6
T3285,849,1126.98
T3285,850,1120.92
T3285,851,1134.24
T3285,852,1128.63
T3285,853,1127.98
T3285,854,1141.79
T3285,855,1149.27
T3285,856,1152.3
T3285,857,1145.75
T3285,858,1148.95
T3285,859,1142.61
T3285,860,1149.26
T3285,861,1152.02
T3285,862,1157.33
T3285,863,1145.73
T3285,864,1168.85
T3285,865,1192.01
T3285,866,1185.27
T3285,867,1176.93
T3285,868,1171.15
T3285,869,1195.85
T3285,870,1184.05
T3285,871,1186.97
T3285,872,1163.93
T3285,873,1151.82
T3285,874,1140.93
T3285,875,1130.06
T3285,876,1134.02
T3285,877,1141.96
T3285,878,1136.77
T3285,879,1161.29
T3285,880,1181.93
T3285,881,1181.01
T3285,882,1180.23
T3285,883,1183.26
T3285,884,1178.98
T3285,885,1175.84
T3285,886,1158.16
T3285,887,1162.97
T3285,888,1160.69
T3285,889,1142.71
T3285,890,1142.13
T3285,891,1157.88
T3285,892,1130.89
T3285,893,1129.82
T3285,894,1127.76
T3285,895,1109.18
T3285,896,1123.89
T3285,897,1146.47
T3285,898,1157.73
T3285,899,1149.18
T3285,900,1168.06
T3285,901,1175.6
T3285,902,1173.82
T3285,903,1176.67
T3285,904,1182.22
T3285,905,1180.52
T3285,906,1181.13
T3285,907,1182.79
T3285,908,1201.17
T3285,909,1210.26
T3285,910,1214.23
T3285,911,1201.13
T3285,912,1221.36
T3285,913,1226.04
T3285,914,1213.95
T3285,915,1197.9
T3285,916,1207.05
T3285,917,1208.02
T3285,918,1221.77
T3285,919,1230.35
T3285,920,1229.87
T3285,921,1242.23
T3285,922,1273.13
T3285,923,1277.61
T3285,924,1292.12
T3285,925,1314.65
T3285,926,1306.5
T3285,927,1293.97
T3285,928,1299.23
T3285,929,1328.41
T3285,930,1342.63
T3285,931,1337.28
T3285,932,1343.41
T3285,933,1317.41
T3285,934,1337.06
T3285,935,1335.92
T3285,936,1367.89
T3285,937,1376.56
T3285,938,1364.94
T3285,939,1364.01
T3285,940,1354.39
T3285,941,1349.82
T3285,942,1345.83
T3285,943,1349.9
T3285,944,1354.54
T3285,945,1342.02
T3285,946,1354.84
T3285,947,1343.55
T3285,948,1345.28
T3285,949,1329.65
T3285,950,1307.91
T3285,951,1298.99
T3285,952,1306.05
T3285,953,1308.63
T3285,954,1308.28
T3285,955,1296.92
T3285,956,1283.76
T3285,957,1292.75
T3285,958,1307.47
T3285,959,1307.49
T3285,960,1308.23
T3285,961,1303.18
T3285,962,1322.33
T3285,963,1321.18
T3285,964,1329.49
T3285,965,1320.71
T3285,966,1336.86
T3285,967,1344.4
T3285,968,1332.62
T3285,969,1331.54
T3285,970,1331.46
T3285,971,1344.97
T3285,972,1351.49
T3285,973,1351.59
T3285,974,1350.89
T3285,975,1355.95
T3285,976,1353.98
T3285,977,1364.53
T3285,978,1375.56
T3285,979,1379.41
T3285,980,1400.52
T3285,981,1410.54
T3285,982,1423.07
T3285,983,1410.71
T3285,984,1414.36
T3285,985,1425.05
T3285,986,1423.94
T3285,987,1414.53
T3285,988,1400.29
T3285,989,1396.35
T3285,990,1415.3
T3285,991,1410.75
T3285,992,1418.79
T3285,993,1399.03
T3285,994,1383.14
T3285,995,1381.98
T3285,996,1372.47
T3285,997,1371.94
T3285,998,1359.16
T3285,999,1362.55
T3285,1000,1357.78
T3285,1001,1359.42
T3285,1002,1362.94
T3285,1003,1356.12
T3285,1004,1357.62
T3285,1005,1335.72
T3285,1006,1337.19
T3285,1007,1349.86
T3285,1008,1362.4
T3285,1009,1363.24
T3285,1010,1379.82
T3285,1011,1365.3
T3285,1012,1376.47
T3285,1013,1368.03
T3285,1014,1356.76
T3285,1015,1327.75
T3285,1016,1318.22
T3285,1017,1318.28
T3285,1018,1323.45
T3285,1019,1329.07
T3285,1020,1324.36
T3285,1021,1328.01
T3285,1022,1313.94
T3285,1023,1293.94
T3285,1024,1302.72
T3285,1025,1298.17
T3285,1026,1307.94
T3285,1027,1318.08
T3285,1028,1329.49
T3285,1029,1318.11
T3285,1030,1305.93
T3285,1031,1288.85
T3285,1032,1284.6
T3285,1033,1291.73
T3285,1034,1301.36
T3285,1035,1301.28
T3285,1036,1292.0
T3285,1037,1309.09
T3285,1038,1320.34
T3285,1039,1313.73
T3285,1040,1315.04
T3285,1041,1313.59
T3285,1042,1321.18
T3285,1043,1329.03
T3285,1044,1321.7
T3285,1045,1304.01
T3285,1046,1305.73
T3285,1047,1310.41
T3285,1048,1295.5
T3285,1049,1286.25
T3285,1050,1301.06
T3285,1051,1314.0
T3285,1052,1312.09
T3285,1053,1304.23
T3285,1054,1301.52
T3285,1055,1295.35
T3285,1056,1282.92
T3285,1057,1286.7
T3285,1058,1303.05
T3285,1059,1289.99
T3285,1060,1298.16
T3285,1061,1307.8
T3285,1062,1298.61
T3285,1063,1285.72
T3285,1064,1274.52
T3285,1065,1278.49
T3285,1066,1282.23
T3285,1067,1283.01
T3285,1068,1294.52
T3285,1069,1286.88
T3285,1070,1296.89
T3285,1071,1261.66
T3285,1072,1271.04
T3285,1073,1299.41
T3285,1074,1287.22
T3285,1075,1290.2
T3285,1076,1304.62
T3285,1077,1311.41
T3285,1078,1311.24
T3285,1079,1334.44
T3285,1080,1338.28
T3285,1081,1355.01
T3285,1082,1355.02
T3285,1083,1350.88
T3285,1084,1360.01
T3285,1085,1377.37
T3285,1086,1386.72
T3285,1087,1381.65
T3285,1088,1378.54
T3285,1089,1396.63
T3285,1090,1397.3
T3285,1091,1384.13
T3285,1092,1369.15
T3285,1093,1371.51
T3285,1094,1384.98
T3285,1095,1415.9
T3285,1096,1401.92
T3285,1097,1379.24
T3285,1098,1371.73
T3285,1099,1366.73
T3285,1100,1371.59
T3285,1101,1356.71
T3285,1102,1358.44
T3285,1103,1356.42
T3285,1104,1333.06
T3285,1105,1330.73
T3285,1106,1317.1
T3285,1107,1315.35
T3285,1108,1305.59
T3285,1109,1292.59
T3285,1110,1310.77
T3285,1111,1322.38
T3285,1112,1326.5
T3285,1113,1355.27
T3285,1114,1360.75
T3285,1115,1353.09
T3285,1116,1351.82
T3285,1117,1340.15
T3285,1118,1319.2
T3285,1119,1326.3
T3285,1120,1322.9
T3285,1121,1326.34
T3285,1122,1299.4
T3285,1123,1314.61
T3285,1124,1296.74
T3285,1125,1276.29
T3285,1126,1275.74
T3285,1127,1307.95
T3285,1128,1310.23
T3285,1129,1329.1
T3285,1130,1320.22
T3285,1131,1327.27
T3285,1132,1316.62
T3285,1133,1337.93
T3285,1134,1332.81
T3285,1135,1340.09
T3285,1136,1326.32
T3285,1137,1329.53
T3285,1138,1328.9
T3285,1139,1320.52
T3285,1140,1318.44
T3285,1141,1353.02
T3285,1142,1339.04
T3285,1143,1322.2
T3285,1144,1304.74
T3285,1145,1313.83
T3285,1146,1321.57
T3285,1147,1335.4
T3285,1148,1337.32
T3285,1149,1338.23
T3285,1150,1331.41
T3285,1151,1327.05
T3285,1152,1348.47
T3285,1153,1349.65
T3285,1154,1370.28
T3285,1155,1384.45
T3285,1156,1365.83
T3285,1157,1377.48
T3285,1158,1369.43
T3285,1159,1366.15
T3285,1160,1393.3
T3285,1161,1407.4
T3285,1162,1408.77
T3285,1163,1408.19
T3285,1164,1398.84
T3285,1165,1409.33
T3285,1166,1424.01
T3285,1167,1425.7
T3285,1168,1412.56
T3285,1169,1421.85
T3285,1170,1408.72
T3285,1171,1418.99
T3285,1172,1427.57
T3285,1173,1420.6
T3285,1174,1446.29
T3285,1175,1464.85
T3285,1176,1467.38
T3285,1177,1478.31
T3285,1178,1460.4
T3285,1179,1464.82
T3285,1180,1459.36
T3285,1181,1477.6
T3285,1182,1468.93
T3285,1183,1475.65
T3285,1184,1474.91
T3285,1185,1505.32
T3285,1186,1518.15
T3285,1187,1521.93
T3285,1188,1517.02
T3285,1189,1523.17
T3285,1190,1523.14
T3285,1191,1540.9
T3285,1192,1531.56
T3285,1193,1523.97
T3285,1194,1496.16
T3285,1195,1528.39
T3285,1196,1553.99
T3285,1197,1567.53
T3285,1198,1588.91
T3285,1199,1577.58
T3285,1200,1544.07
T3285,1201,1543.8
T3285,1202,1550.3
T3285,1203,1524.94
T3285,1204,1514.62
T3285,1205,1498.86
T3285,1206,1510.02
T3285,1207,1467.51
T3285,1208,1485.63
T3285,1209,1485.58
T3285,1210,1514.06
T3285,1211,1547.8
T3285,1212,1553.18
T3285,1213,1535.76
T3285,1214,1529.53
T3285,1215,1533.74
T3285,1216,1518.57
T3285,1217,1510.23
T3285,1218,1522.05
T3285,1219,1528.52
T3285,1220,1517.7
T3285,1221,1533.56
T3285,1222,1538.37
T3285,1223,1553.14
T3285,1224,1546.27
T3285,1225,1556.19
T3285,1226,1575.85
T3285,1227,1581.41
T3285,1228,1568.18
T3285,1229,1585.43
T3285,1230,1595.97
T3285,1231,1585.76
T3285,1232,1593.86
T3285,1233,1574.82
T3285,1234,1584.0
T3285,1235,1562.48
T3285,1236,1550.99
T3285,1237,1579.92
T3285,1238,1572.71
T3285,1239,1560.52
T3285,1240,1571.4
T3285,1241,1584.65
T3285,1242,1605.62
T3285,1243,1626.53
T3285,1244,1631.74
T3285,1245,1640.8
T3285,1246,1660.13
T3285,1247,1675.38
T3285,1248,1671.37
T3285,1249,1680.93
T3285,1250,1659.46
T3285,1251,1661.5
T3293,640,3335.9
T3293,641,3256.7
T3293,642,3229.0
T3293,643,3227.7
T3293,644,3195.1
T3293,645,3204.7
T3293,646,3220.0
T3293,647,3221.2
T3293,648,3263.8
T3293,649,3314.6
T3293,650,3367.9
T3293,651,3341.3
T3293,652,3300.3
T3293,653,3305.3
T3293,654,3346.9
T3293,655,3320.7
T3293,656,3292.2
T3293,657,3350.7
T3293,658,3367.8
T3293,659,3395.4
T3293,660,3314.7
T3293,661,3287.0
T3293,662,3332.0
T3293,663,3297.8
T3293,664,3306.1
T3293,665,3343.6
T3293,666,3385.2
T3293,667,3405.9
T3293,668,3416.3
T3293,669,3450.2
T3293,670,3427.1
