series_id,date,total_bulk_and_bagged_units,average_sales_price,plu_4046_units,plu_4225_units,plu_4770_units,small_bagged_units,large_bagged_units,xlarge_bagged_units,is_organic
NewOrleansMobile_conventional,2016-10-30,163.511,1.48,71.231,22.081,0.374,43.587,16.79,9.448,0
NewOrleansMobile_conventional,2016-11-06,183.542,1.49,98.95,22.892,0.095,43.572,17.499,0.535,0
NewOrleansMobile_conventional,2016-11-13,225.722,1.26,133.594,30.402,0.103,45.125,15.815,0.683,0
NewOrleansMobile_conventional,2016-11-20,167.233,1.35,86.431,23.61,0.051,44.175,12.727,0.24,0
NewOrleansMobile_conventional,2016-11-27,148.538,1.38,76.604,17.901,0.05,40.902,12.685,0.396,0
NewOrleansMobile_conventional,2016-12-04,253.242,1.05,143.483,24.486,0.12,62.85,19.438,2.865,0
NewOrleansMobile_conventional,2016-12-11,177.582,1.21,89.506,18.892,0.205,53.846,11.188,3.945,0
NewOrleansMobile_conventional,2016-12-18,183.103,1.08,83.7,21.082,0.43,51.001,17.16,9.73,0
NewOrleansMobile_conventional,2016-12-25,225.497,0.94,117.055,23.166,0.259,59.964,19.595,5.458,0
NewOrleansMobile_conventional,2017-01-01,318.673,0.81,175.386,42.84,0.242,68.818,24.04,7.348,0
NewOrleansMobile_conventional,2017-01-08,230.885,1.1,124.109,31.296,0.316,52.404,13.645,9.115,0
NewOrleansMobile_conventional,2017-01-15,291.083,1.01,171.326,35.658,0.233,60.509,16.913,6.445,0
NewOrleansMobile_conventional,2017-01-22,267.331,1.06,138.67,34.757,0.273,56.029,29.497,8.105,0
NewOrleansMobile_conventional,2017-01-29,344.239,0.97,208.315,36.547,0.316,77.868,15.524,5.67,0
NewOrleansMobile_conventional,2017-02-05,633.235,0.61,400.6,80.089,0.402,119.085,26.379,6.68,0
NewOrleansMobile_conventional,2017-02-12,276.003,0.9,160.041,30.196,0.443,59.56,13.863,11.9,0
NewOrleansMobile_conventional,2017-02-19,220.338,1.11,123.639,24.706,0.289,54.549,7.834,9.32,0
NewOrleansMobile_conventional,2017-02-26,307.637,0.98,190.22,30.519,0.14,69.742,8.046,8.97,0
NewOrleansMobile_conventional,2017-03-05,254.912,1.13,134.356,50.229,0.184,55.427,8.536,6.18,0
NewOrleansMobile_conventional,2017-03-12,239.084,1.32,145.74,25.219,0.271,51.342,9.832,6.68,0
NewOrleansMobile_conventional,2017-03-19,231.349,1.32,130.994,32.649,0.284,51.297,9.85,6.275,0
NewOrleansMobile_conventional,2017-03-26,236.515,1.38,133.158,29.087,0.356,53.28,10.527,10.108,0
NewOrleansMobile_conventional,2017-04-02,243.155,1.37,137.881,33.318,0.192,53.764,9.845,8.155,0
NewOrleansMobile_conventional,2017-04-09,235.687,1.34,134.722,26.489,0.249,55.995,8.934,9.297,0
NewOrleansMobile_conventional,2017-04-16,268.722,1.27,156.177,33.662,0.241,59.164,9.889,9.59,0
NewOrleansMobile_conventional,2017-04-23,227.634,1.35,134.822,21.724,0.301,52.284,8.843,9.66,0
NewOrleansMobile_conventional,2017-04-30,301.448,1.32,193.113,28.593,0.251,60.608,10.989,7.895,0
NewOrleansMobile_conventional,2017-05-07,423.839,1.02,261.367,53.102,0.221,86.741,17.223,5.185,0
NewOrleansMobile_conventional,2017-05-14,241.194,1.35,139.087,25.295,0.348,49.414,10.375,16.675,0
NewOrleansMobile_conventional,2017-05-21,252.11,1.36,155.348,27.177,0.346,46.751,10.833,11.655,0
NewOrleansMobile_conventional,2017-05-28,293.608,1.39,182.795,30.515,0.267,55.455,10.461,14.115,0
NewOrleansMobile_conventional,2017-06-04,256.543,1.38,158.512,25.352,0.298,53.363,5.314,13.705,0
NewOrleansMobile_conventional,2017-06-11,312.695,1.32,187.011,31.94,0.188,76.638,8.993,7.925,0
NewOrleansMobile_conventional,2017-06-18,287.735,1.29,177.973,25.894,0.157,76.256,4.57,2.885,0
NewOrleansMobile_conventional,2017-06-25,293.079,1.3,168.867,19.761,0.105,94.389,8.092,1.865,0
NewOrleansMobile_conventional,2017-07-02,302.053,1.27,177.147,24.029,0.064,93.221,4.993,2.6,0
NewOrleansMobile_conventional,2017-07-09,267.928,1.26,156.936,23.221,0.029,80.325,5.261,2.157,0
NewOrleansMobile_conventional,2017-07-16,232.912,1.32,120.631,29.406,0.039,64.602,9.641,8.593,0
NewOrleansMobile_conventional,2017-07-23,262.775,1.39,155.839,38.068,0.078,49.217,12.527,7.047,0
NewOrleansMobile_conventional,2017-07-30,246.037,1.4,142.551,30.114,0.041,55.779,9.485,8.067,0
NewOrleansMobile_conventional,2017-08-06,240.983,1.33,130.001,34.141,0.044,56.842,10.735,9.22,0
NewOrleansMobile_conventional,2017-08-13,236.699,1.39,130.628,30.559,0.083,60.971,10.287,4.171,0
NewOrleansMobile_conventional,2017-08-20,226.947,1.46,128.288,25.043,0.078,61.052,10.099,2.387,0
NewOrleansMobile_conventional,2017-08-27,229.748,1.46,133.655,27.697,0.189,58.891,5.129,4.187,0
NewOrleansMobile_conventional,2017-09-03,227.168,1.57,129.857,26.735,0.291,56.268,9.26,4.758,0
NewOrleansMobile_conventional,2017-09-10,217.336,1.62,123.071,24.261,0.164,59.452,5.952,4.437,0
NewOrleansMobile_conventional,2017-09-17,219.275,1.62,136.981,25.106,0.108,46.789,10.177,0.113,0
NewOrleansMobile_conventional,2017-09-24,205.977,1.7,129.861,22.073,0.019,44.408,9.616,0.0,0
NewOrleansMobile_organic,2016-08-14,5.197,1.55,0.611,0.0,0.0,4.437,0.15,0.0,1
NewOrleansMobile_organic,2016-08-21,3.604,1.56,0.395,0.006,0.0,3.14,0.063,0.0,1
NewOrleansMobile_organic,2016-08-28,3.743,1.49,0.184,0.0,0.0,3.515,0.043,0.0,1
NewOrleansMobile_organic,2016-09-04,4.207,1.52,0.257,0.023,0.0,3.883,0.043,0.0,1
NewOrleansMobile_organic,2016-09-11,3.704,1.42,0.169,0.026,0.0,3.482,0.027,0.0,1
NewOrleansMobile_organic,2016-09-18,3.089,1.4,0.191,0.0,0.0,1.481,1.416,0.0,1
NewOrleansMobile_organic,2016-09-25,3.382,1.5,0.148,0.0,0.0,2.108,1.127,0.0,1
NewOrleansMobile_organic,2016-10-02,1.263,1.72,0.145,0.0,0.0,1.072,0.047,0.0,1
NewOrleansMobile_organic,2016-10-09,0.994,1.91,0.312,0.003,0.0,0.66,0.02,0.0,1
NewOrleansMobile_organic,2016-10-16,2.886,1.68,0.303,0.017,0.0,2.057,0.509,0.0,1
NewOrleansMobile_organic,2016-10-23,2.301,1.51,0.032,0.0,0.0,1.339,0.93,0.0,1
NewOrleansMobile_organic,2016-10-30,3.649,1.59,0.166,0.0,0.0,2.03,1.452,0.0,1
NewOrleansMobile_organic,2016-11-06,3.969,1.66,0.118,0.012,0.0,2.595,1.243,0.0,1
NewOrleansMobile_organic,2016-11-13,5.038,1.51,0.1,0.0,0.0,3.941,0.998,0.0,1
NewOrleansMobile_organic,2016-11-20,3.713,1.55,0.074,0.0,0.0,2.621,1.019,0.0,1
NewOrleansMobile_organic,2016-11-27,2.426,1.48,0.105,0.0,0.0,1.278,1.043,0.0,1
NewOrleansMobile_organic,2016-12-04,2.946,1.55,0.103,0.006,0.0,2.061,0.776,0.0,1
NewOrleansMobile_organic,2016-12-11,2.517,1.51,0.105,0.006,0.0,1.66,0.745,0.0,1
NewOrleansMobile_organic,2016-12-18,2.56,1.43,0.077,0.0,0.0,1.755,0.728,0.0,1
NewOrleansMobile_organic,2016-12-25,3.919,1.41,0.082,0.023,0.0,3.05,0.763,0.0,1
NewOrleansMobile_organic,2017-01-01,2.818,1.3,0.126,0.012,0.0,1.948,0.733,0.0,1
NewOrleansMobile_organic,2017-01-08,5.078,1.26,0.19,0.0,0.0,3.31,1.579,0.0,1
NewOrleansMobile_organic,2017-01-15,3.873,1.3,0.101,0.012,0.0,2.775,0.985,0.0,1
NewOrleansMobile_organic,2017-01-22,4.028,1.31,0.19,0.006,0.0,2.815,1.017,0.0,1
NewOrleansMobile_organic,2017-01-29,2.939,1.3,0.129,0.0,0.0,1.861,0.949,0.0,1
NewOrleansMobile_organic,2017-02-05,3.382,1.35,0.326,0.006,0.0,1.875,1.175,0.0,1
NewOrleansMobile_organic,2017-02-12,6.426,1.33,0.255,0.0,0.0,5.928,0.244,0.0,1
NewOrleansMobile_organic,2017-02-19,5.16,1.33,0.139,0.0,0.0,4.831,0.19,0.0,1
NewOrleansMobile_organic,2017-02-26,5.745,1.33,0.152,0.006,0.0,5.155,0.432,0.0,1
NewOrleansMobile_organic,2017-03-05,4.349,1.45,0.429,0.0,0.0,3.487,0.433,0.0,1
NewOrleansMobile_organic,2017-03-12,3.782,1.45,0.369,0.0,0.0,2.462,0.952,0.0,1
NewOrleansMobile_organic,2017-03-19,1.517,1.44,0.084,0.0,0.0,0.904,0.53,0.0,1
NewOrleansMobile_organic,2017-03-26,3.838,1.6,0.233,0.0,0.0,3.38,0.225,0.0,1
NewOrleansMobile_organic,2017-04-02,6.54,1.55,0.294,0.0,0.0,5.485,0.762,0.0,1
NewOrleansMobile_organic,2017-04-09,5.498,1.63,0.282,0.0,0.0,4.707,0.509,0.0,1
NewOrleansMobile_organic,2017-04-16,4.994,1.63,0.213,0.0,0.0,4.28,0.501,0.0,1
NewOrleansMobile_organic,2017-04-23,2.924,1.74,0.295,0.012,0.0,2.617,0.0,0.0,1
NewOrleansMobile_organic,2017-04-30,0.634,1.95,0.228,0.024,0.0,0.382,0.0,0.0,1
NewOrleansMobile_organic,2017-05-07,3.723,1.57,0.353,0.0,0.0,2.419,0.951,0.0,1
NewOrleansMobile_organic,2017-05-14,1.746,1.96,0.901,0.0,0.0,0.745,0.1,0.0,1
NewOrleansMobile_organic,2017-05-21,1.834,2.1,0.537,0.024,0.0,1.095,0.179,0.0,1
NewOrleansMobile_organic,2017-05-28,2.367,1.88,0.367,0.0,0.0,1.695,0.305,0.0,1
NewOrleansMobile_organic,2017-06-04,1.179,2.12,0.417,0.0,0.0,0.762,0.0,0.0,1
NewOrleansMobile_organic,2017-06-11,0.515,2.19,0.4,0.006,0.0,0.106,0.003,0.0,1
NewOrleansMobile_organic,2017-06-18,0.937,2.32,0.103,0.68,0.0,0.15,0.003,0.0,1
NewOrleansMobile_organic,2017-06-25,1.283,1.91,0.065,0.473,0.0,0.738,0.007,0.0,1
NewOrleansMobile_organic,2017-07-02,2.7,1.89,0.183,0.838,0.0,1.662,0.017,0.0,1
NewOrleansMobile_organic,2017-07-09,1.942,1.76,0.104,0.367,0.0,1.461,0.01,0.0,1
NewOrleansMobile_organic,2017-07-16,5.447,1.23,0.158,0.128,0.0,5.158,0.003,0.0,1
NewOrleansMobile_organic,2017-07-23,2.327,1.28,0.103,0.056,0.0,2.162,0.007,0.0,1
NewOrleansMobile_organic,2017-07-30,5.816,1.25,0.229,0.119,0.0,5.459,0.01,0.0,1
NewOrleansMobile_organic,2017-08-06,6.995,1.18,0.129,0.071,0.0,6.781,0.013,0.0,1
NewOrleansMobile_organic,2017-08-13,8.22,1.2,0.165,0.093,0.0,7.946,0.017,0.0,1
NewOrleansMobile_organic,2017-08-20,6.866,1.35,0.252,0.297,0.0,6.314,0.003,0.0,1
NewOrleansMobile_organic,2017-08-27,7.632,1.5,0.163,0.338,0.0,7.128,0.003,0.0,1
NewOrleansMobile_organic,2017-09-03,7.149,1.5,0.223,0.202,0.0,6.707,0.017,0.0,1
NewOrleansMobile_organic,2017-09-10,6.602,1.63,0.249,0.126,0.0,5.805,0.423,0.0,1
NewOrleansMobile_organic,2017-09-17,6.312,1.89,0.313,0.179,0.0,5.023,0.796,0.0,1
NewOrleansMobile_organic,2017-09-24,6.852,1.89,0.156,0.218,0.0,5.657,0.821,0.0,1
NewYork_conventional,2016-08-14,1275.953,1.49,18.6,714.407,13.05,496.92,31.781,1.195,0
NewYork_conventional,2016-08-21,1334.938,1.47,15.005,771.413,4.586,487.248,52.653,4.033,0
NewYork_conventional,2016-08-28,1212.4,1.58,19.257,715.527,37.85,378.94,57.957,2.869,0
NewYork_conventional,2016-09-04,1278.749,1.47,23.916,832.27,12.219,355.517,53.778,1.049,0
NewYork_conventional,2016-09-11,1558.414,1.26,239.518,883.866,2.149,384.184,48.24,0.458,0
NewYork_conventional,2016-09-18,1108.446,1.5,112.702,551.449,1.664,390.221,52.277,0.133,0
NewYork_conventional,2016-09-25,1061.133,1.62,121.477,566.15,2.002,333.528,37.137,0.839,0
NewYork_conventional,2016-10-02,1057.931,1.72,33.926,658.467,3.847,310.8,50.152,0.738,0
NewYork_conventional,2016-10-09,1031.06,1.76,20.087,688.906,1.807,272.661,47.381,0.218,0
NewYork_conventional,2016-10-16,969.847,1.89,15.611,636.342,1.794,279.47,35.806,0.824,0
NewYork_conventional,2016-10-23,807.565,1.95,11.213,512.038,2.087,275.968,5.01,1.25,0
NewYork_conventional,2016-10-30,618.28,1.99,9.265,435.952,1.596,148.757,21.485,1.225,0
NewYork_conventional,2016-11-06,767.191,1.93,10.277,460.23,3.519,250.706,42.458,0.0,0
NewYork_conventional,2016-11-13,830.018,1.9,12.169,523.322,2.97,248.573,42.984,0.0,0
NewYork_conventional,2016-11-20,1093.097,1.59,16.971,732.069,2.999,303.438,35.803,1.817,0
NewYork_conventional,2016-11-27,970.753,1.56,15.264,696.849,2.023,223.707,32.611,0.299,0
NewYork_conventional,2016-12-04,960.476,1.52,13.893,696.042,2.35,214.068,33.668,0.454,0
NewYork_conventional,2016-12-11,1163.696,1.32,10.995,793.99,5.247,247.566,104.392,1.506,0
NewYork_conventional,2016-12-18,1241.382,1.26,14.178,954.803,15.429,215.851,39.175,1.946,0
NewYork_conventional,2016-12-25,1087.985,1.36,11.33,713.042,84.414,241.336,36.655,1.208,0
NewYork_conventional,2017-01-01,940.983,1.44,10.499,668.183,22.805,208.505,30.685,0.308,0
NewYork_conventional,2017-01-08,1532.075,1.29,18.585,1207.607,6.403,258.47,40.822,0.187,0
NewYork_conventional,2017-01-15,1384.264,1.38,14.302,995.748,58.355,275.102,38.861,1.897,0
NewYork_conventional,2017-01-22,1721.917,1.48,15.652,1169.601,206.538,288.385,36.338,5.405,0
NewYork_conventional,2017-01-29,1270.564,1.52,17.845,816.424,94.446,285.574,51.331,4.945,0
NewYork_conventional,2017-02-05,2544.483,1.24,172.266,1744.342,279.63,290.464,50.136,7.645,0
NewYork_conventional,2017-02-12,1955.395,1.19,294.591,1177.334,13.287,400.218,63.416,6.549,0
NewYork_conventional,2017-02-19,1052.132,1.28,107.882,609.206,6.704,286.438,41.374,0.527,0
NewYork_conventional,2017-02-26,1241.382,1.55,37.239,855.65,7.08,269.131,65.872,6.409,0
NewYork_conventional,2017-03-05,1465.569,1.39,31.24,1065.009,34.775,297.818,33.38,3.346,0
NewYork_conventional,2017-03-12,1163.703,1.76,16.829,755.172,12.532,326.854,49.776,2.54,0
NewYork_conventional,2017-03-19,1155.875,1.7,16.705,737.596,17.545,336.742,40.754,6.532,0
NewYork_conventional,2017-03-26,1154.894,1.72,28.45,717.036,20.182,330.935,49.533,8.757,0
NewYork_conventional,2017-04-02,1221.328,1.74,36.139,791.416,4.114,340.915,48.527,0.217,0
NewYork_conventional,2017-04-09,1277.722,1.75,37.746,775.73,2.84,407.168,51.165,3.073,0
NewYork_conventional,2017-04-16,1222.891,1.76,38.975,775.31,4.9,339.954,55.76,7.992,0
NewYork_conventional,2017-04-23,1247.609,1.68,45.533,838.408,2.853,312.758,41.885,6.171,0
NewYork_conventional,2017-04-30,1228.1,1.84,48.043,808.259,2.747,314.751,44.523,9.778,0
NewYork_conventional,2017-05-07,1746.825,1.65,56.815,920.314,3.634,451.173,305.309,9.579,0
NewYork_conventional,2017-05-14,1387.421,1.75,51.359,797.685,4.112,445.866,71.418,16.982,0
NewYork_conventional,2017-05-21,1298.243,1.8,54.128,817.106,3.335,352.351,70.437,0.885,0
NewYork_conventional,2017-05-28,1451.147,1.75,52.862,824.445,4.083,372.164,178.835,18.758,0
NewYork_conventional,2017-06-04,1335.461,1.83,51.741,834.88,3.268,345.141,90.033,10.399,0
NewYork_conventional,2017-06-11,1374.186,1.74,54.294,753.43,3.001,322.838,233.755,6.868,0
NewYork_conventional,2017-06-18,1242.161,1.82,55.733,765.118,3.601,290.383,113.735,13.592,0
NewYork_conventional,2017-06-25,1521.598,1.47,53.675,1060.721,3.691,260.424,126.518,16.569,0
NewYork_conventional,2017-07-02,1304.561,1.72,56.685,733.184,3.145,270.379,223.987,17.181,0
NewYork_conventional,2017-07-09,1442.668,1.63,82.965,800.414,3.563,494.674,42.919,18.132,0
NewYork_conventional,2017-07-16,1327.763,1.57,71.45,859.372,3.388,368.996,13.58,10.977,0
NewYork_conventional,2017-07-23,1306.878,1.55,63.537,830.715,3.112,380.874,21.312,7.328,0
NewYork_conventional,2017-07-30,1306.226,1.52,63.099,856.414,3.85,362.405,17.642,2.817,0
NewYork_conventional,2017-08-06,1277.42,1.56,59.767,821.262,2.432,358.319,24.812,10.827,0
NewYork_conventional,2017-08-13,1267.239,1.58,64.028,686.338,1.223,462.812,49.543,3.297,0
NewYork_conventional,2017-08-20,1057.189,1.75,72.101,582.404,0.62,377.884,20.394,3.786,0
NewYork_conventional,2017-08-27,1100.988,1.81,73.401,639.877,0.703,358.844,13.594,14.57,0
NewYork_conventional,2017-09-03,1077.993,1.8,72.173,630.744,0.518,360.306,9.202,5.051,0
NewYork_conventional,2017-09-10,1150.959,1.61,76.108,681.32,0.641,356.287,35.548,1.056,0
NewYork_conventional,2017-09-17,1154.925,1.61,71.451,693.111,0.408,355.131,34.824,0.0,0
NewYork_conventional,2017-09-24,1178.504,1.65,77.197,716.125,0.599,362.091,22.488,0.004,0
NewYork_organic,2016-08-14,25.309,2.27,5.199,15.227,1.468,3.06,0.355,0.0,1
NewYork_organic,2016-08-21,30.583,2.16,5.398,16.529,1.352,6.946,0.358,0.0,1
NewYork_organic,2016-08-28,19.376,2.32,3.097,12.761,1.276,2.179,0.062,0.0,1
NewYork_organic,2016-09-04,45.204,2.15,5.17,18.565,0.545,20.924,0.0,0.0,1
NewYork_organic,2016-09-11,70.12,2.06,9.239,31.315,0.492,28.384,0.69,0.0,1
NewYork_organic,2016-09-18,45.702,2.36,4.208,13.328,1.497,26.584,0.085,0.0,1
NewYork_organic,2016-09-25,31.716,2.34,3.786,10.296,0.601,16.887,0.146,0.0,1
NewYork_organic,2016-10-02,35.543,2.41,3.507,11.531,1.516,18.657,0.333,0.0,1
NewYork_organic,2016-10-09,26.463,2.3,4.175,11.905,0.791,9.213,0.379,0.0,1
NewYork_organic,2016-10-16,17.838,2.33,3.985,11.359,0.089,1.942,0.462,0.0,1
NewYork_organic,2016-10-23,8.443,2.1,1.932,4.815,0.033,1.662,0.0,0.0,1
NewYork_organic,2016-10-30,25.451,2.25,5.224,18.866,0.058,0.778,0.525,0.0,1
NewYork_organic,2016-11-06,25.247,2.46,3.243,19.599,0.139,2.221,0.046,0.0,1
NewYork_organic,2016-11-13,28.406,2.65,3.701,19.605,0.097,4.922,0.081,0.0,1
NewYork_organic,2016-11-20,48.364,2.04,8.938,28.673,0.195,10.325,0.233,0.0,1
NewYork_organic,2016-11-27,29.118,2.38,4.166,14.257,0.238,10.376,0.08,0.0,1
NewYork_organic,2016-12-04,45.384,2.04,9.062,24.011,0.482,11.823,0.005,0.0,1
NewYork_organic,2016-12-11,32.659,2.22,4.691,13.912,0.529,13.521,0.005,0.0,1
NewYork_organic,2016-12-18,51.33,1.99,11.645,22.853,0.191,16.087,0.554,0.0,1
NewYork_organic,2016-12-25,37.439,2.17,5.592,15.902,0.772,14.699,0.474,0.0,1
NewYork_organic,2017-01-01,39.261,2.06,6.072,20.106,1.025,11.935,0.123,0.0,1
NewYork_organic,2017-01-08,42.756,2.15,6.642,18.205,0.339,17.104,0.466,0.0,1
NewYork_organic,2017-01-15,42.233,2.09,6.002,18.195,0.117,17.792,0.127,0.0,1
NewYork_organic,2017-01-22,49.056,2.05,6.679,21.233,1.04,19.821,0.283,0.0,1
NewYork_organic,2017-01-29,46.602,2.08,6.492,19.17,0.075,20.511,0.355,0.0,1
NewYork_organic,2017-02-05,58.56,2.03,7.829,20.624,0.198,29.581,0.328,0.0,1
NewYork_organic,2017-02-12,59.839,1.98,7.402,22.697,0.514,28.971,0.254,0.0,1
NewYork_organic,2017-02-19,420.411,1.36,100.285,288.954,0.366,29.223,1.582,0.0,1
NewYork_organic,2017-02-26,91.212,1.77,14.209,48.449,0.164,28.123,0.268,0.0,1
NewYork_organic,2017-03-05,121.542,1.81,20.889,66.846,0.235,33.383,0.189,0.0,1
NewYork_organic,2017-03-12,93.329,2.26,9.963,40.186,0.162,43.017,0.0,0.0,1
NewYork_organic,2017-03-19,147.249,1.86,30.271,85.793,0.114,30.833,0.237,0.0,1
NewYork_organic,2017-03-26,87.897,2.18,12.071,41.311,0.09,34.342,0.083,0.0,1
NewYork_organic,2017-04-02,140.04,1.86,28.191,80.97,0.128,30.717,0.034,0.0,1
NewYork_organic,2017-04-09,69.388,2.22,8.495,34.732,0.166,25.957,0.039,0.0,1
NewYork_organic,2017-04-16,126.408,1.9,21.907,72.571,0.211,31.328,0.392,0.0,1
NewYork_organic,2017-04-23,73.975,2.23,6.752,33.878,1.022,32.298,0.024,0.0,1
NewYork_organic,2017-04-30,156.251,1.9,32.215,82.984,1.917,39.135,0.0,0.0,1
NewYork_organic,2017-05-07,88.625,2.34,8.04,35.367,1.665,43.553,0.0,0.0,1
NewYork_organic,2017-05-14,71.188,2.41,6.758,25.947,2.033,36.45,0.0,0.0,1
NewYork_organic,2017-05-21,70.664,2.39,6.849,27.571,1.575,34.668,0.0,0.0,1
NewYork_organic,2017-05-28,76.002,2.38,6.138,30.135,0.63,38.971,0.128,0.0,1
NewYork_organic,2017-06-04,112.813,2.06,17.823,52.648,1.179,39.893,1.27,0.0,1
NewYork_organic,2017-06-11,81.679,2.39,9.032,33.482,0.685,37.772,0.708,0.0,1
NewYork_organic,2017-06-18,166.308,1.91,32.342,94.247,0.278,38.126,1.315,0.0,1
NewYork_organic,2017-06-25,68.543,2.36,5.994,27.973,1.229,33.342,0.005,0.0,1
NewYork_organic,2017-07-02,63.8,2.44,5.74,25.935,1.806,30.32,0.0,0.0,1
NewYork_organic,2017-07-09,59.564,2.48,3.895,21.116,1.931,32.621,0.0,0.0,1
NewYork_organic,2017-07-16,80.28,1.79,7.856,19.545,2.33,50.548,0.0,0.0,1
NewYork_organic,2017-07-23,87.888,1.85,5.573,20.491,1.315,60.473,0.036,0.0,1
NewYork_organic,2017-07-30,71.036,1.88,3.408,17.678,0.286,49.656,0.008,0.0,1
NewYork_organic,2017-08-06,72.075,1.91,3.899,18.435,0.158,49.486,0.096,0.0,1
NewYork_organic,2017-08-13,73.31,2.07,4.392,21.954,0.235,46.723,0.006,0.0,1
NewYork_organic,2017-08-20,107.275,1.85,11.65,43.214,0.15,52.261,0.0,0.0,1
NewYork_organic,2017-08-27,73.866,2.13,4.774,24.947,0.093,44.051,0.0,0.0,1
NewYork_organic,2017-09-03,82.176,2.14,8.611,29.308,0.234,44.024,0.0,0.0,1
NewYork_organic,2017-09-10,90.179,2.07,5.734,28.472,0.057,55.916,0.0,0.0,1
NewYork_organic,2017-09-17,70.931,2.08,4.879,23.575,0.012,42.465,0.0,0.0,1
NewYork_organic,2017-09-24,70.365,2.06,5.245,22.378,0.077,42.665,0.0,0.0,1
Northeast_conventional,2016-08-14,4195.423,1.37,316.873,2323.362,40.75,1435.534,63.918,14.985,0
Northeast_conventional,2016-08-21,4127.08,1.4,247.659,2351.28,25.74,1384.985,97.633,19.784,0
Northeast_conventional,2016-08-28,4309.302,1.4,490.786,2495.011,68.593,1164.225,71.527,19.16,0
Northeast_conventional,2016-09-04,4019.649,1.4,358.04,2446.669,38.849,1109.685,62.682,3.724,0
Northeast_conventional,2016-09-11,4456.958,1.28,703.699,2632.018,25.571,1028.147,67.008,0.513,0
Northeast_conventional,2016-09-18,3442.454,1.45,409.569,1938.471,17.881,1009.927,66.388,0.219,0
Northeast_conventional,2016-09-25,3458.791,1.53,446.787,1993.514,18.242,950.223,49.099,0.927,0
Northeast_conventional,2016-10-02,3257.753,1.59,208.055,2048.824,17.033,922.619,60.123,1.099,0
Northeast_conventional,2016-10-09,3350.95,1.54,154.893,2258.828,12.845,866.463,57.528,0.392,0
Northeast_conventional,2016-10-16,3107.049,1.65,144.613,2009.401,13.908,892.219,46.085,0.824,0
Northeast_conventional,2016-10-23,2916.579,1.67,137.389,1930.227,16.941,817.362,12.135,2.525,0
Northeast_conventional,2016-10-30,2364.424,1.72,118.904,1616.421,12.12,587.56,28.142,1.276,0
Northeast_conventional,2016-11-06,2507.401,1.71,124.033,1616.563,13.244,699.084,53.808,0.669,0
Northeast_conventional,2016-11-13,2706.838,1.67,126.87,1797.497,14.009,716.108,52.344,0.01,0
Northeast_conventional,2016-11-20,3206.947,1.51,126.526,2178.698,16.299,839.621,43.849,1.953,0
Northeast_conventional,2016-11-27,2701.518,1.51,102.216,1938.617,10.853,608.29,40.587,0.956,0
Northeast_conventional,2016-12-04,3222.664,1.4,130.457,2427.296,12.276,606.209,45.128,1.3,0
Northeast_conventional,2016-12-11,3381.321,1.32,102.684,2390.082,19.969,733.966,132.518,2.103,0
Northeast_conventional,2016-12-18,3686.006,1.22,140.72,2795.231,36.712,651.338,59.783,2.222,0
Northeast_conventional,2016-12-25,3216.471,1.36,109.609,2191.724,117.488,742.543,53.298,1.809,0
Northeast_conventional,2017-01-01,3513.388,1.35,174.843,2589.316,39.607,659.612,49.533,0.479,0
Northeast_conventional,2017-01-08,4691.938,1.25,203.756,3517.891,29.359,882.014,58.724,0.194,0
Northeast_conventional,2017-01-15,4250.959,1.36,203.359,2913.734,96.705,969.744,64.998,2.418,0
Northeast_conventional,2017-01-22,5007.356,1.39,206.779,3425.748,319.053,978.886,68.71,8.181,0
Northeast_conventional,2017-01-29,4155.042,1.39,201.045,2754.051,131.087,988.168,73.049,7.643,0
Northeast_conventional,2017-02-05,6724.197,1.23,624.6,4684.187,375.905,943.596,84.786,11.123,0
Northeast_conventional,2017-02-12,5367.77,1.19,736.158,3387.834,45.052,1079.13,111.229,8.366,0
Northeast_conventional,2017-02-19,3526.205,1.36,321.067,2259.558,21.332,848.018,75.165,1.065,0
Northeast_conventional,2017-02-26,3980.574,1.43,206.241,2790.944,24.709,851.836,100.143,6.701,0
Northeast_conventional,2017-03-05,4468.555,1.34,237.802,3228.539,63.971,877.97,56.848,3.425,0
Northeast_conventional,2017-03-12,3779.296,1.6,166.068,2452.508,28.153,852.503,276.86,3.204,0
Northeast_conventional,2017-03-19,3768.359,1.59,176.542,2451.289,30.573,910.786,192.549,6.62,0
Northeast_conventional,2017-03-26,3977.196,1.54,201.606,2556.561,35.248,997.168,176.429,10.183,0
Northeast_conventional,2017-04-02,3988.654,1.62,235.162,2529.68,14.491,967.633,241.471,0.217,0
Northeast_conventional,2017-04-09,4313.431,1.6,221.283,2750.988,12.498,1082.688,242.674,3.299,0
Northeast_conventional,2017-04-16,4043.205,1.65,222.626,2576.783,14.147,1019.86,200.044,9.744,0
Northeast_conventional,2017-04-23,3846.196,1.59,244.169,2440.6,12.332,892.014,250.892,6.19,0
Northeast_conventional,2017-04-30,4289.15,1.6,286.828,2806.976,14.226,986.234,184.172,10.713,0
Northeast_conventional,2017-05-07,5262.336,1.53,305.719,3009.077,22.449,1272.106,640.106,12.881,0
Northeast_conventional,2017-05-14,4163.121,1.67,235.697,2525.305,15.248,1204.976,162.343,19.553,0
Northeast_conventional,2017-05-21,4110.305,1.66,302.108,2678.109,15.193,951.883,160.311,2.702,0
